Column1,Column2,,CTDT_charge.Tr1221,CTDT_secondarystruct.Tr1221,CTDT_solventaccess.Tr1331,CTDT_hydrophobicity_CASG920101.Tr1331,CTDT_hydrophobicity_ARGP820101.Tr2332,CTDT_polarizability.Tr1331,CTDT_hydrophobicity_ARGP820101.Tr1221,CTDT_hydrophobicity_ZIMJ680101.Tr1331,PAAC_Xc1.C,CTDD_hydrophobicity_ZIMJ680101.2.residue25
AFR76123_YGG509SZQ_Suidae_2002.180556,P,YGG509SZQ,0.150442478,0.217699115,0.217699115,0.166371681,0.138053097,0.152212389,0.256637168,0.299115044,12.65382961,25.97173145
AFR76227_KSD049DMK_Suidae_2005.269444,P,KSD049DMK,0.145132743,0.228318584,0.219469027,0.173451327,0.138053097,0.152212389,0.256637168,0.302654867,12.64890043,27.03180212
AFR76145_QTF941BXA_Suidae_1993.177778,P,QTF941BXA,0.139823009,0.219469027,0.217699115,0.16460177,0.136283186,0.152212389,0.254867257,0.299115044,12.69087746,27.38515901
ACO25133_UET439SMY_Suidae_1992,P,UET439SMY,0.146902655,0.217699115,0.215929204,0.162831858,0.138053097,0.150442478,0.260176991,0.299115044,12.65539001,27.03180212
AFR76260_PLW625TBJ_Suidae_1994.005556,P,PLW625TBJ,0.150442478,0.217699115,0.214159292,0.166371681,0.143362832,0.148672566,0.261946903,0.29380531,12.65032688,27.03180212
ACO25100_IDL440HIR_Suidae_1985,P,IDL440HIR,0.146902655,0.22300885,0.217699115,0.16460177,0.143362832,0.150442478,0.254867257,0.300884956,12.63882547,26.32508834
ACO25026_HAQ093ZWE_Suidae_1995,P,HAQ093ZWE,0.146902655,0.221238938,0.221238938,0.157522124,0.150442478,0.145132743,0.251327434,0.295575221,12.60497881,27.03180212
AFR76582_HYU500POA_Suidae_1995,P,HYU500POA,0.146902655,0.215929204,0.212389381,0.153982301,0.14159292,0.145132743,0.260176991,0.29380531,12.59995457,26.32508834
ALG00694_PDZ909VAA_Suidae_1979.933333,P,PDZ909VAA,0.148672566,0.210619469,0.214159292,0.166371681,0.14159292,0.145132743,0.253097345,0.299115044,12.64523869,25.26501767
ADT64860_PHQ871YWG_Avian_1981,A,PHQ871YWG,0.153982301,0.219469027,0.217699115,0.168141593,0.148672566,0.143362832,0.249557522,0.307964602,12.64391144,22.96819788
ADY70586_ATK566VKY_Suidae_1993.719444,P,ATK566VKY,0.13898917,0.222021661,0.214801444,0.160649819,0.129963899,0.14801444,0.241877256,0.301444043,11.11451044,25.04504505
AID48416_TGL770LVD_Avian_2013.875,A,TGL770LVD,0.153982301,0.233628319,0.221238938,0.161061947,0.148672566,0.145132743,0.242477876,0.290265487,12.60684909,22.08480565
ASJ81665_GYV564WII_Avian_2015.616667,A,GYV564WII,0.163829787,0.214893617,0.195744681,0.144680851,0.129787234,0.14893617,0.261702128,0.293617021,9.38618881,25.69002123
ASV60658_HWA469QRJ_Avian_2016.658333,A,HWA469QRJ,0.147177419,0.215725806,0.205645161,0.153225806,0.141129032,0.141129032,0.241935484,0.29233871,11.03745844,22.33400402
AEL63841_XBC538VNL_Avian_2005.625,A,XBC538VNL,0.151385928,0.204690832,0.200426439,0.140724947,0.123667377,0.153518124,0.257995736,0.272921109,10.21007222,15.74468085
AEL63842_ORR914NBL_Avian_2005.613889,A,ORR914NBL,0.150980392,0.21372549,0.211764706,0.143137255,0.131372549,0.152941176,0.262745098,0.284313725,11.86263928,20.93933464
AHM99098_KXL305TUQ_Avian_1976,A,KXL305TUQ,0.153982301,0.215929204,0.217699115,0.16460177,0.14159292,0.146902655,0.246017699,0.299115044,12.60927182,24.02826855
ANJ78121_QRQ049GOG_Avian_2012.569444,A,QRQ049GOG,0.162831858,0.22300885,0.22300885,0.152212389,0.146902655,0.150442478,0.265486726,0.281415929,12.60374394,18.90459364
ABD65973_ISP033NXB_Avian_2002.002778,A,ISP033NXB,0.166077739,0.233215548,0.192579505,0.148409894,0.16254417,0.141342756,0.245583039,0.291519435,11.68413553,23.80952381
ANZ03721_EIK000VUK_Avian_2013.333333,A,EIK000VUK,0.180212014,0.227915194,0.196113074,0.155477032,0.173144876,0.144876325,0.252650177,0.296819788,11.58802727,29.80599647
ANZ03732_ROJ027WWX_Avian_2002.5,A,ROJ027WWX,0.162831858,0.237168142,0.192920354,0.148672566,0.162831858,0.14159292,0.242477876,0.295575221,11.6736853,23.32155477
ABD65988_KAN812BMW_Avian_2002,A,KAN812BMW,0.157039711,0.238267148,0.19133574,0.146209386,0.162454874,0.13898917,0.250902527,0.292418773,10.11475057,25.22522523
ANZ03756_VZX035IWD_Avian_2012.166667,A,VZX035IWD,0.164310954,0.243816254,0.183745583,0.139575972,0.171378092,0.132508834,0.250883392,0.284452297,11.66584763,24.86772487
AFX84758_CMI546VQR_Avian_1990.402778,A,CMI546VQR,0.168141593,0.231858407,0.189380531,0.138053097,0.162831858,0.138053097,0.256637168,0.27079646,11.62390674,22.43816254
AGL57487_QOZ831WHO_Avian_2000.416667,A,QOZ831WHO,0.168141593,0.231858407,0.189380531,0.14159292,0.16460177,0.14159292,0.261946903,0.272566372,11.62532447,23.32155477
AFX84989_OTH382CGR_Avian_1994.333333,A,OTH382CGR,0.168141593,0.233628319,0.194690265,0.136283186,0.162831858,0.139823009,0.256637168,0.269026549,11.63149168,23.32155477
AFX85480_OWJ657SOC_Avian_1998.380556,A,OWJ657SOC,0.168141593,0.233628319,0.192920354,0.138053097,0.161061947,0.136283186,0.254867257,0.274336283,11.63639224,23.32155477
BAF36386_UTU443EKU_Avian_1972,A,UTU443EKU,0.125,0.25,0.197916667,0.177083333,0.1875,0.125,0.28125,0.270833333,3.208035121,20.6185567
AGD99783_FBZ790ZQI_Avian_2010.830556,A,FBZ790ZQI,0.164300203,0.247464503,0.186612576,0.156186613,0.168356998,0.131845842,0.255578093,0.290060852,10.90806679,25.70850202
ALG00609_XCO649YTR_Avian_2014.975,A,XCO649YTR,0.157243816,0.236749117,0.192579505,0.151943463,0.16254417,0.134275618,0.249116608,0.293286219,11.70034091,23.80952381
AQS26569_QKS996VXR_Avian_2008.05,A,QKS996VXR,0.160777385,0.238515901,0.190812721,0.148409894,0.169611307,0.141342756,0.245583039,0.28975265,11.69844009,24.86772487
AER57951_WSS769FHV_Avian_2009.166667,A,WSS769FHV,0.161061947,0.242477876,0.191150442,0.146902655,0.171681416,0.139823009,0.244247788,0.290265487,11.68226372,23.85159011
ABI84827_DWL732FLK_Avian_1998,A,DWL732FLK,0.173758865,0.226950355,0.187943262,0.15070922,0.161347518,0.15070922,0.258865248,0.289007092,11.66500031,23.36283186
AFX88552_VKA204OPJ_Avian_1986.619444,A,VKA204OPJ,0.162094763,0.216957606,0.16957606,0.157107232,0.16957606,0.139650873,0.256857855,0.281795511,9.41534292,23.88059701
AHN04143_ORY365OEB_Avian_1980,A,ORY365OEB,0.16460177,0.226548673,0.185840708,0.146902655,0.168141593,0.146902655,0.261946903,0.276106195,11.68195869,22.43816254
AHN03509_ACE725PAR_Avian_1975,A,ACE725PAR,0.168141593,0.22300885,0.187610619,0.153982301,0.161061947,0.145132743,0.25840708,0.288495575,11.67632936,21.90812721
AGB50905_ZUP168FCL_Avian_1965,A,ZUP168FCL,0.164310954,0.234982332,0.189045936,0.143109541,0.157243816,0.14664311,0.247349823,0.275618375,11.70506446,22.22222222
AHN03657_IRS123PNZ_Avian_1976,A,IRS123PNZ,0.16460177,0.231858407,0.194690265,0.14159292,0.16460177,0.148672566,0.244247788,0.281415929,11.69487277,22.43816254
AHN04726_AFR089VKV_Avian_1978,A,AFR089VKV,0.16460177,0.231858407,0.196460177,0.145132743,0.162831858,0.145132743,0.238938053,0.288495575,11.67893227,23.85159011
AHN03725_BMG948YZY_Avian_1981,A,BMG948YZY,0.16460177,0.231858407,0.192920354,0.143362832,0.162831858,0.146902655,0.246017699,0.284955752,11.70676862,23.32155477
ADX06984_IXI013ZHW_Avian_1963,A,IXI013ZHW,0.168738899,0.229129663,0.186500888,0.142095915,0.159857904,0.143872114,0.246891652,0.278863233,11.66316847,24.64539007
ADG44860_XUD534EDP_Avian_2004,A,XUD534EDP,0.168141593,0.240707965,0.194690265,0.146902655,0.168141593,0.139823009,0.251327434,0.288495575,11.5755966,22.43816254
AKT07686_OSG754KZY_Avian_2011.705556,A,OSG754KZY,0.159292035,0.246017699,0.203539823,0.155752212,0.157522124,0.139823009,0.254867257,0.290265487,11.62549378,20.14134276
AFX88603_UNA340MLB_Avian_1989.597222,A,UNA340MLB,0.152263374,0.248971193,0.183127572,0.156378601,0.172839506,0.133744856,0.261316872,0.290123457,11.68776867,23.40862423
ABW97460_UHK285KFA_Avian_2004,A,UHK285KFA,0.173758865,0.237588652,0.20035461,0.156028369,0.166666667,0.145390071,0.253546099,0.290780142,11.61834102,26.72566372
ABW97471_QFR440WDO_Avian_2004,A,QFR440WDO,0.171681416,0.230088496,0.203539823,0.157522124,0.169911504,0.143362832,0.256637168,0.281415929,11.66179491,25.61837456
ABR31773_XFB386APO_Avian_2000,A,XFB386APO,0.164310954,0.249116608,0.185512367,0.151943463,0.171378092,0.134275618,0.250883392,0.282685512,11.61033604,20.81128748
AGH30601_HUY220GDO_Avian_2010.952778,A,HUY220GDO,0.16254417,0.238515901,0.19434629,0.14664311,0.173144876,0.137809187,0.259717314,0.287985866,11.66358916,23.80952381
ABD35527_HBR002KRY_Avian_1999,A,HBR002KRY,0.167844523,0.234982332,0.192579505,0.159010601,0.176678445,0.134275618,0.256183746,0.279151943,12.45117822,23.28042328
ACU87155_STS055QAV_Avian_2009.25,A,STS055QAV,0.173831776,0.241121495,0.2,0.153271028,0.164485981,0.140186916,0.269158879,0.282242991,10.01617713,21.82835821
ADG44797_QCF155BAC_Avian_2002,A,QCF155BAC,0.166077739,0.247349823,0.190812721,0.148409894,0.171378092,0.143109541,0.254416961,0.282685512,11.65879701,24.86772487
ADG44788_CEB725GHH_Avian_2002,A,CEB725GHH,0.169911504,0.237168142,0.194690265,0.148672566,0.173451327,0.146902655,0.256637168,0.290265487,11.58339524,23.32155477
ABD35554_IBE158IUK_Avian_2004,A,IBE158IUK,0.175221239,0.237168142,0.203539823,0.161061947,0.169911504,0.153982301,0.263716814,0.286725664,11.56213393,23.32155477
ADG44765_GAL796QLQ_Avian_2003,A,GAL796QLQ,0.175221239,0.238938053,0.205309735,0.161061947,0.169911504,0.148672566,0.256637168,0.284955752,11.57092367,22.43816254
ADK65107_RMT245UWB_Suidae_2010.044444,P,RMT245UWB,0.168141593,0.231858407,0.203539823,0.168141593,0.166371681,0.143362832,0.253097345,0.288495575,11.5935891,22.43816254
AFF25949_MRH529HOZ_Avian_2006.333333,A,MRH529HOZ,0.17699115,0.233628319,0.201769912,0.168141593,0.16460177,0.150442478,0.254867257,0.284955752,11.58606035,23.32155477
AFF26323_QFX234CUA_Avian_2007.5,A,QFX234CUA,0.173451327,0.240707965,0.203539823,0.157522124,0.182300885,0.146902655,0.261946903,0.283185841,11.56607276,20.14134276
ADG44708_GWK669CSE_Avian_2005,A,GWK669CSE,0.180530973,0.23539823,0.2,0.157522124,0.178761062,0.148672566,0.254867257,0.288495575,11.52299874,24.55830389
AFF25872_UXR168ROF_Avian_2006,A,UXR168ROF,0.178761062,0.237168142,0.192920354,0.159292035,0.182300885,0.139823009,0.251327434,0.299115044,11.56859745,23.32155477
AFF25751_CJP152CFV_Avian_2006.083333,A,CJP152CFV,0.173451327,0.237168142,0.2,0.157522124,0.169911504,0.143362832,0.256637168,0.286725664,11.57356447,22.43816254
AHJ57920_QEH308AWG_Avian_2009.177778,A,QEH308AWG,0.178761062,0.238938053,0.2,0.153982301,0.168141593,0.153982301,0.272566372,0.283185841,11.58236115,23.32155477
ATQ38976_CZQ993YIZ_Avian_2017.166667,A,CZQ993YIZ,0.173451327,0.237168142,0.196460177,0.148672566,0.175221239,0.148672566,0.261946903,0.290265487,11.55429203,23.32155477
AFO83403_DRD394JYH_Avian_2009.636111,A,DRD394JYH,0.171681416,0.240707965,0.2,0.153982301,0.169911504,0.152212389,0.260176991,0.292035398,11.57185016,20.84805654
AEF59354_GFD796XEQ_Avian_2008.25,A,GFD796XEQ,0.182300885,0.237168142,0.194690265,0.157522124,0.173451327,0.153982301,0.263716814,0.295575221,11.55618002,23.85159011
BAK61665_KPG965MDD_Avian_2011.127778,A,KPG965MDD,0.177480916,0.236641221,0.198473282,0.160305344,0.16221374,0.145038168,0.259541985,0.297709924,10.73681173,26.0952381
ATQ38964_FVU681NSH_Avian_2017.166667,A,FVU681NSH,0.175221239,0.23539823,0.187610619,0.155752212,0.175221239,0.157522124,0.261946903,0.288495575,11.57870876,23.32155477
ACU87171_RQA417FGL_Avian_2008.75,A,RQA417FGL,0.187037037,0.227777778,0.194444444,0.15,0.166666667,0.140740741,0.261111111,0.287037037,9.258250184,21.07208872
AHJ57791_EWQ105ZGY_Avian_2009.177778,A,EWQ105ZGY,0.178761062,0.240707965,0.2,0.150442478,0.169911504,0.145132743,0.253097345,0.283185841,11.61259021,22.43816254
AFH88138_UAG367CQZ_Suidae_2009,P,UAG367CQZ,0.175221239,0.237168142,0.198230088,0.146902655,0.171681416,0.148672566,0.261946903,0.281415929,11.61204335,23.32155477
ALB08353_KDU491MAE_Avian_2014.5,A,KDU491MAE,0.17699115,0.23539823,0.203539823,0.150442478,0.175221239,0.145132743,0.25840708,0.286725664,11.57919687,22.43816254
BAP28721_PRK027KBK_Avian_2013.563889,A,PRK027KBK,0.17896679,0.230627306,0.195571956,0.142066421,0.166051661,0.149446494,0.265682657,0.289667897,9.989340937,23.20441989
BAQ35760_URY280PCV_Avian_2011.780556,A,URY280PCV,0.166064982,0.240072202,0.196750903,0.149819495,0.176895307,0.137184116,0.258122744,0.290613718,11.6217178,21.08108108
AGX84934_QRK481DPV_Phyllostomidae_2010,B,QRK481DPV,0.130357143,0.2375,0.182142857,0.185714286,0.157142857,0.123214286,0.219642857,0.264285714,11.95097709,22.63814617
AFC35418_SWQ956AWX_Phyllostomidae_2009.333333,B,SWQ956AWX,0.142095915,0.220248668,0.18294849,0.18294849,0.142095915,0.131438721,0.225577265,0.312611012,11.83380728,26.24113475
AGK23566_RQG011TOT_Avian_2009.002778,A,RQG011TOT,0.162790698,0.26118068,0.203935599,0.15921288,0.146690519,0.162790698,0.273703041,0.279069767,11.73592031,26.60714286
AJY54330_SDM494URL_Avian_2009.919444,A,SDM494URL,0.164579606,0.259391771,0.202146691,0.155635063,0.146690519,0.15921288,0.277280859,0.277280859,11.74607848,25.35714286
AHL21144_GOD012CGC_Avian_2008.166667,A,GOD012CGC,0.166368515,0.259391771,0.205724508,0.161001789,0.146690519,0.161001789,0.273703041,0.280858676,11.72100817,25.35714286
ARU07113_WKN998DHK_Avian_2011.833333,A,WKN998DHK,0.164579606,0.264758497,0.205724508,0.155635063,0.146690519,0.161001789,0.277280859,0.27549195,11.74374924,25.35714286
AEO52447_LXS540PEX_Avian_2009.791667,A,LXS540PEX,0.165170557,0.262118492,0.204667864,0.156193896,0.143626571,0.161579892,0.278276481,0.276481149,10.9509945,25.44802867
AHB73784_WRQ827WZE_Avian_2012.180556,A,WRQ827WZE,0.165170557,0.262118492,0.202872531,0.157989228,0.145421903,0.163375224,0.272890485,0.280071813,10.95647656,20.25089606
AHB73814_ODB438LYC_Avian_2012.211111,A,ODB438LYC,0.165170557,0.263913824,0.202872531,0.150807899,0.141831239,0.165170557,0.276481149,0.276481149,10.96078812,25.44802867
AID48166_WHH013DNO_Avian_2012.5,A,WHH013DNO,0.168157424,0.262969589,0.194991055,0.150268336,0.150268336,0.161001789,0.273703041,0.273703041,11.73692342,25.35714286
AEO52437_IKT927EOB_Avian_2009.791667,A,IKT927EOB,0.165170557,0.258527828,0.206463196,0.15978456,0.145421903,0.161579892,0.276481149,0.278276481,10.94401629,19.35483871
AGI41230_RRO863LLF_Avian_2012.877778,A,RRO863LLF,0.162790698,0.26118068,0.200357782,0.15921288,0.148479428,0.162790698,0.271914132,0.280858676,11.74442361,26.60714286
AII31488_IUW041YOE_Avian_2009.802778,A,IUW041YOE,0.164579606,0.262969589,0.200357782,0.157423971,0.148479428,0.161001789,0.271914132,0.279069767,11.73735515,25.35714286
AII31560_XPB914YUV_Avian_2009.986111,A,XPB914YUV,0.164579606,0.262969589,0.205724508,0.153846154,0.146690519,0.164579606,0.277280859,0.27549195,11.75075335,26.60714286
AJY54334_MEV508UPK_Avian_2009.919444,A,MEV508UPK,0.164579606,0.259391771,0.203935599,0.157423971,0.148479428,0.161001789,0.27549195,0.279069767,11.74033231,25.35714286
AGQ81110_DHU520HRP_Avian_2009,A,DHU520HRP,0.165467626,0.258992806,0.205035971,0.161870504,0.145683453,0.161870504,0.273381295,0.282374101,10.94938456,25.49371634
AGQ81112_LHA207BZW_Avian_2009,A,LHA207BZW,0.165467626,0.257194245,0.206834532,0.158273381,0.147482014,0.160071942,0.275179856,0.278776978,10.95931771,25.49371634
AHB73894_BOF644QTP_Avian_2012.819444,A,BOF644QTP,0.161870504,0.258992806,0.20323741,0.165467626,0.145683453,0.161870504,0.269784173,0.28057554,10.9432534,20.28725314
AII31224_SKE753PAP_Avian_2009.233333,A,SKE753PAP,0.164579606,0.254025045,0.202146691,0.157423971,0.148479428,0.161001789,0.27549195,0.277280859,11.7390155,20.17857143
AGQ81109_PDV266ZWE_Avian_2009,A,PDV266ZWE,0.165454545,0.261818182,0.201818182,0.150909091,0.154545455,0.167272727,0.272727273,0.276363636,9.379655609,19.60072595
ABV47465_QNE554LXZ_Avian_2005,A,QNE554LXZ,0.168539326,0.256554307,0.20411985,0.155430712,0.140449438,0.155430712,0.280898876,0.279026217,9.369605011,19.43925234
AHA56963_EDA585PTL_Avian_2007.886111,A,EDA585PTL,0.166368515,0.264758497,0.198568873,0.152057245,0.146690519,0.164579606,0.277280859,0.273703041,11.70438316,20.17857143
AHA56996_HCJ269QGW_Avian_2006.066667,A,HCJ269QGW,0.166368515,0.264758497,0.198568873,0.157423971,0.148479428,0.164579606,0.27549195,0.280858676,11.68959631,19.28571429
ACY29892_QRT070BIB_Avian_2006,A,QRT070BIB,0.172413793,0.261343013,0.203266788,0.159709619,0.148820327,0.168784029,0.274047187,0.272232305,11.72648855,24.27536232
ACY29900_RQM607DSE_Avian_2007,A,RQM607DSE,0.166969147,0.261343013,0.194192377,0.157894737,0.150635209,0.163339383,0.268602541,0.275862069,11.72390791,25.54347826
ABV47421_NVX349IHV_Avian_2005,A,NVX349IHV,0.171102662,0.258555133,0.199619772,0.157794677,0.142585551,0.155893536,0.281368821,0.27756654,9.360509179,19.73434535
AGQ81077_JVA853UFY_Avian_2006,A,JVA853UFY,0.166666667,0.252808989,0.20411985,0.155430712,0.140449438,0.157303371,0.284644195,0.279026217,9.360000117,20.18691589
AGQ81073_BIZ112JKK_Avian_2006,A,BIZ112JKK,0.165467626,0.255395683,0.205035971,0.161870504,0.145683453,0.163669065,0.273381295,0.278776978,10.96204386,25.49371634
AGQ81102_ESD071DNY_Avian_2008,A,ESD071DNY,0.165467626,0.260791367,0.20323741,0.15647482,0.145683453,0.158273381,0.276978417,0.276978417,10.95853445,25.49371634
BAN15806_JSX212AUP_Avian_2009.833333,A,JSX212AUP,0.161001789,0.26118068,0.203935599,0.157423971,0.14490161,0.162790698,0.27549195,0.277280859,11.75151464,25.35714286
AEF29012_HHS934HVO_Avian_2007.25,A,HHS934HVO,0.161290323,0.256272401,0.202508961,0.161290323,0.146953405,0.166666667,0.272401434,0.281362007,11.74298521,26.65474061
AHL21149_AUB514FHG_Avian_2007.016667,A,AUB514FHG,0.162790698,0.270125224,0.205724508,0.15921288,0.152057245,0.162790698,0.268336315,0.280858676,11.72056983,25.35714286
AGQ81079_DIW447VCA_Avian_2007,A,DIW447VCA,0.162748644,0.26039783,0.204339964,0.153707052,0.146473779,0.162748644,0.273056058,0.280289331,10.18253992,20.39711191
AGQ81089_PUM281UIK_Avian_2007,A,PUM281UIK,0.165170557,0.262118492,0.202872531,0.15978456,0.145421903,0.161579892,0.272890485,0.280071813,10.95381765,25.44802867
AGQ81087_HMM960MNM_Avian_2007,A,HMM960MNM,0.164579606,0.26118068,0.200357782,0.155635063,0.146690519,0.162790698,0.273703041,0.277280859,11.74681964,25.35714286
AII31260_LSS424NNZ_Avian_2009.233333,A,LSS424NNZ,0.164579606,0.257602862,0.202146691,0.157423971,0.148479428,0.162790698,0.27549195,0.277280859,11.73781446,25.35714286
AIA66716_SEP007OEV_Avian_2011.083333,A,SEP007OEV,0.164579606,0.257602862,0.202146691,0.157423971,0.14490161,0.168157424,0.268336315,0.280858676,11.74898897,26.60714286
AOC36917_QZE278JHA_Avian_2013,A,QZE278JHA,0.164579606,0.257602862,0.200357782,0.153846154,0.14490161,0.169946333,0.271914132,0.277280859,11.74456548,20.17857143
AEA76370_YAV537SVD_Avian_2009.916667,A,YAV537SVD,0.162790698,0.26118068,0.198568873,0.153846154,0.14490161,0.166368515,0.27549195,0.27549195,11.74724887,20.17857143
AII31332_MTM440UEI_Avian_2009.233333,A,MTM440UEI,0.164579606,0.26118068,0.200357782,0.153846154,0.14490161,0.164579606,0.27549195,0.27549195,11.74912095,25.35714286
AJY54329_EYP809SWI_Avian_2009.919444,A,EYP809SWI,0.164579606,0.259391771,0.203935599,0.155635063,0.148479428,0.166368515,0.279069767,0.271914132,11.7640968,20.17857143
AII31416_DSJ119FMB_Avian_2009.316667,A,DSJ119FMB,0.164579606,0.262969589,0.196779964,0.153846154,0.148479428,0.161001789,0.27549195,0.277280859,11.73838893,20.17857143
ABV47234_PQN845GWB_Avian_2005,A,PQN845GWB,0.163708087,0.24260355,0.201183432,0.153846154,0.138067061,0.159763314,0.287968442,0.280078895,9.363496771,20.47244094
ABV47223_YLJ993CLO_Avian_2005,A,YLJ993CLO,0.170498084,0.245210728,0.197318008,0.153256705,0.139846743,0.157088123,0.285440613,0.277777778,9.354886708,20.6500956
ABV47355_VPF506DHC_Avian_2005,A,VPF506DHC,0.17208413,0.252390057,0.196940727,0.152963671,0.141491396,0.156787763,0.284894837,0.273422562,9.357751181,20.61068702
ABV47278_VKR349ZHV_Avian_2005,A,VKR349ZHV,0.171755725,0.251908397,0.198473282,0.152671756,0.139312977,0.15648855,0.280534351,0.278625954,9.351742607,25.14285714
ABV47762_TCR927KWT_Avian_2005,A,TCR927KWT,0.168539326,0.25093633,0.20411985,0.151685393,0.142322097,0.153558052,0.279026217,0.275280899,9.37433147,20.18691589
ABV47004_TTK182NFS_Avian_2005,A,TTK182NFS,0.168539326,0.252808989,0.20411985,0.151685393,0.138576779,0.155430712,0.282771536,0.275280899,9.377854626,20.18691589
ACY29899_DWK443WRP_Avian_2007,A,DWK443WRP,0.171220401,0.256830601,0.198542805,0.163934426,0.147540984,0.163934426,0.273224044,0.282331512,10.92017173,24.36363636
ACY29898_QIL301QHC_Avian_2007,A,QIL301QHC,0.168784029,0.255898367,0.199637024,0.165154265,0.150635209,0.161524501,0.268602541,0.281306715,11.72042443,24.27536232
AGQ81078_OTU104WJH_Avian_2007,A,OTU104WJH,0.167266187,0.260791367,0.205035971,0.15647482,0.145683453,0.15647482,0.273381295,0.276978417,10.97070656,25.49371634
AGQ81084_JRI556IWV_Avian_2007,A,JRI556IWV,0.165467626,0.258992806,0.210431655,0.15647482,0.147482014,0.163669065,0.275179856,0.275179856,10.96480582,20.28725314
ACY29890_XOR173KYL_Avian_2005,A,XOR173KYL,0.171102662,0.25095057,0.201520913,0.155893536,0.142585551,0.155893536,0.27756654,0.27756654,9.360658051,19.92409867
BAW94758_ZWW071PFM_Avian_2015.425,A,ZWW071PFM,0.166666667,0.258064516,0.200716846,0.166666667,0.14516129,0.159498208,0.261648746,0.283154122,11.68891261,28.08586762
AUO30210_UQC813MRC_Avian_2015.283333,A,UQC813MRC,0.166368515,0.255813953,0.211091234,0.164579606,0.146690519,0.15921288,0.262969589,0.277280859,11.71645938,26.96428571
AHL20909_FCD356MMY_Avian_2013.333333,A,FCD356MMY,0.161001789,0.26118068,0.200357782,0.146690519,0.150268336,0.161001789,0.255813953,0.279069767,12.521093,28.39285714
AJJ92611_WHJ142NYR_Avian_2013.963889,A,WHJ142NYR,0.17132216,0.262569832,0.210428305,0.160148976,0.150837989,0.167597765,0.26443203,0.277467412,11.71723643,26.76579926
AJJ93580_ZYG093PDW_Avian_2013.816667,A,ZYG093PDW,0.166071429,0.260714286,0.205357143,0.158928571,0.146428571,0.160714286,0.269642857,0.273214286,11.74832581,26.73796791
AIZ70078_NUV575DPW_Avian_2013,A,NUV575DPW,0.170289855,0.253623188,0.204710145,0.15942029,0.141304348,0.172101449,0.280797101,0.278985507,10.15834355,27.30560579
AIZ70079_GAO930ZTT_Avian_2013,A,GAO930ZTT,0.164855072,0.253623188,0.208333333,0.155797101,0.141304348,0.168478261,0.269927536,0.278985507,9.388331377,26.94394213
AIZ70074_PDR849DMQ_Avian_2013,A,PDR849DMQ,0.171735242,0.259391771,0.203935599,0.161001789,0.143112701,0.168157424,0.268336315,0.273703041,12.49735089,26.60714286
AIK26425_KBT715NHU_Avian_2013.166667,A,KBT715NHU,0.168157424,0.252236136,0.209302326,0.162790698,0.14490161,0.169946333,0.271914132,0.277280859,11.73077912,26.60714286
AII31476_KXV138CTQ_Avian_2012.983333,A,KXV138CTQ,0.169369369,0.259459459,0.210810811,0.163963964,0.145945946,0.172972973,0.277477477,0.275675676,11.73737354,26.79856115
BAQ36024_GQO611LHI_Avian_2013.275,A,GQO611LHI,0.166368515,0.257602862,0.207513417,0.168157424,0.14490161,0.171735242,0.268336315,0.280858676,11.72336204,26.60714286
AJM71127_PDC881FFH_Avian_2014.969444,A,PDC881FFH,0.162162162,0.259459459,0.207207207,0.16036036,0.138738739,0.167567568,0.27027027,0.275675676,11.76660747,27.15827338
AIN26006_JZD599HSS_Avian_2012.602778,A,JZD599HSS,0.164874552,0.258064516,0.204301075,0.166666667,0.14516129,0.166666667,0.265232975,0.283154122,11.72509542,25.40250447
AKD00309_DLQ878YCV_Avian_2011.675,A,DLQ878YCV,0.164855072,0.260869565,0.204710145,0.157608696,0.14673913,0.164855072,0.27173913,0.275362319,11.75415806,25.67811935
AEO52407_FYP153SXH_Avian_2010.525,A,FYP153SXH,0.161579892,0.256732496,0.204667864,0.161579892,0.141831239,0.15978456,0.265709156,0.283662478,10.97525083,25.44802867
AII31392_YYN182VXJ_Avian_2012.380556,A,YYN182VXJ,0.165467626,0.25,0.206834532,0.167266187,0.145683453,0.165467626,0.26618705,0.284172662,10.97321179,25.49371634
AIZ70053_MMQ705SIR_Avian_2012,A,MMQ705SIR,0.164579606,0.250447227,0.209302326,0.166368515,0.14490161,0.164579606,0.264758497,0.284436494,11.7460576,25.35714286
AIZ70081_TKG594QBI_Avian_2012,A,TKG594QBI,0.16636528,0.251356239,0.209764919,0.162748644,0.142857143,0.16636528,0.267631103,0.282097649,10.95798333,25.09025271
AII31344_HZA749BIA_Avian_2011.219444,A,HZA749BIA,0.164579606,0.248658318,0.209302326,0.168157424,0.14490161,0.164579606,0.264758497,0.282647585,11.7450004,25.35714286
AFP36172_OOZ838CLK_Avian_2010.25,A,OOZ838CLK,0.162790698,0.254025045,0.211091234,0.162790698,0.143112701,0.169946333,0.262969589,0.277280859,10.96011309,26.60714286
AIE51448_PCU832LMC_Suidae_2010.230556,P,PCU832LMC,0.162790698,0.250447227,0.207513417,0.166368515,0.14490161,0.162790698,0.264758497,0.282647585,11.74692444,25.35714286
ALX30512_FRP156XEW_Avian_2014.275,A,FRP156XEW,0.164579606,0.259391771,0.205724508,0.157423971,0.141323792,0.162790698,0.268336315,0.282647585,11.75894812,26.96428571
