AOT87930.1	AOT87930.1
BAQ58298.1	AOT91724.1
BAQ58298.1	AOT91736.1
BAQ58298.1	AOT91748.1
BAQ58298.1	AOT91760.1
BAQ58298.1	AOT91772.1
BAQ58298.1	AOT91784.1
BAQ58298.1	AOT91796.1
BAQ58298.1	AOT91808.1
BAQ58298.1	AOT91820.1
BAQ58298.1	AOT91832.1
BAQ58298.1	AOT91844.1
BAQ58298.1	AOT91868.1
BAQ58298.1	AOT91880.1
BAQ58298.1	AOT91892.1
BAQ58298.1	AOT91904.1
BAQ58298.1	AOT91916.1
BAQ58298.1	AOT91940.1
BAQ58298.1	AOT91964.1
BAQ58298.1	AOT91976.1
BAQ58298.1	AOT91988.1
BAQ58298.1	AOT92000.1
BAQ58298.1	AOT92012.1
BAQ58298.1	AOT92024.1
BAQ58298.1	AOT92048.1
BAQ58298.1	APC57888.1
BAQ58298.1	ANM97195.1
BAQ58298.1	ANM97207.1
BAQ58298.1	ANM97219.1
BAQ58298.1	ANM97228.1
BAQ58298.1	ANM97264.1
BAQ58298.1	ANM97276.1
BAQ58298.1	ANM97298.1
BAQ58298.1	ANM97310.1
BAQ58298.1	ANM97322.1
BAQ58298.1	ANM97333.1
BAQ58298.1	ANM97357.1
BAQ58298.1	ANM97369.1
BAQ58298.1	ANM97393.1
BAQ58298.1	ANM97417.1
BAQ58298.1	ANM97429.1
BAQ58298.1	ANM97441.1
BAQ58298.1	ANM97465.1
BAQ58298.1	ANM97477.1
BAQ58298.1	ANM97501.1
BAQ58298.1	ANM97513.1
BAQ58298.1	ANM97537.1
BAQ58298.1	ANM97549.1
BAQ58298.1	ANM97561.1
BAQ58298.1	ANM97573.1
BAQ58298.1	ANM97585.1
BAQ58298.1	ANM97597.1
BAQ58298.1	ANM97633.1
BAQ58298.1	ANM97645.1
BAQ58298.1	ANM97669.1
BAQ58298.1	ANM97693.1
BAQ58298.1	ANM97705.1
BAQ58298.1	ANM97717.1
BAQ58298.1	ANM97741.1
BAQ58298.1	ANM97753.1
BAQ58298.1	ANM97765.1
BAQ58298.1	ANM97777.1
BAQ58298.1	ANM97789.1
BAQ58298.1	ANM97801.1
BAQ58298.1	ANM97825.1
BAQ58298.1	ANM97837.1
BAQ58298.1	ANM97849.1
BAQ58298.1	ANM97861.1
BAQ58298.1	ANM97885.1
BAQ58298.1	ANM97909.1
BAQ58298.1	ANM97921.1
BAQ58298.1	ANM97933.1
BAQ58298.1	ANM97945.1
BAQ58298.1	ANM97957.1
BAQ58298.1	ANM97969.1
BAQ58298.1	ANM97981.1
BAQ58298.1	ANM97993.1
BAQ58298.1	ANM98005.1
BAQ58298.1	ANM98017.1
BAQ58298.1	ANM98029.1
BAQ58298.1	ANM98041.1
BAQ58298.1	ANM98053.1
BAQ58298.1	ANM98065.1
BAQ58298.1	ANM98077.1
BAQ58298.1	ANM98089.1
BAQ58298.1	ANM98101.1
BAQ58298.1	ANM98125.1
BAQ58298.1	ANM98137.1
BAQ58298.1	ANM98149.1
BAQ58298.1	ANM98161.1
BAQ58298.1	ANM98173.1
BAQ58298.1	ANM98185.1
BAQ58298.1	ANM98197.1
BAQ58298.1	ANM98209.1
BAQ58298.1	ANM98221.1
BAQ58298.1	ANM98233.1
BAQ58298.1	ANM98245.1
BAQ58298.1	ANM98257.1
BAQ58298.1	ANM98269.1
BAQ58298.1	ANM98281.1
BAQ58298.1	ANM98293.1
BAQ58298.1	ANM98317.1
BAQ58298.1	ANM98341.1
BAQ58298.1	ANM98365.1
BAQ58298.1	ANM98377.1
BAQ58298.1	ANM98389.1
BAQ58298.1	ANM98401.1
BAQ58298.1	ANM98413.1
BAQ58298.1	ANM98425.1
BAQ58298.1	ANM98449.1
BAQ58298.1	ANM98473.1
BAQ58298.1	ANM98497.1
BAQ58298.1	ANM98509.1
BAQ58298.1	ANM98533.1
BAQ58298.1	ANM98545.1
BAQ58298.1	ANM98557.1
BAQ58298.1	ANM98569.1
BAQ58298.1	ANM98581.1
BAQ58298.1	ANM98593.1
BAQ58298.1	ANM98605.1
BAQ58298.1	ANM98617.1
BAQ58298.1	ANM98629.1
BAQ58298.1	ANM98641.1
BAQ58298.1	ANM98653.1
BAQ58298.1	ANM98677.1
BAQ58298.1	ANM98701.1
BAQ58298.1	ANM98713.1
BAQ58298.1	ANM98725.1
BAQ58298.1	ANM98737.1
BAQ58298.1	ANM98749.1
BAQ58298.1	ANM98761.1
BAQ58298.1	ANM98773.1
BAQ58298.1	ANM98785.1
BAQ58298.1	ANM98797.1
BAQ58298.1	ANM98809.1
BAQ58298.1	ANM98833.1
BAQ58298.1	ANM98857.1
BAQ58298.1	ANM98881.1
BAQ58298.1	ANM98893.1
BAQ58298.1	ANM98917.1
BAQ58298.1	ANM98929.1
BAQ58298.1	ANM98941.1
BAQ58298.1	ANM98953.1
BAQ58298.1	ANM98965.1
BAQ58298.1	ANM98977.1
BAQ58298.1	ANM98989.1
BAQ58298.1	ANM99013.1
BAQ58298.1	ANM99025.1
BAQ58298.1	ANM99037.1
BAQ58298.1	ANM99049.1
BAQ58298.1	ANM99061.1
BAQ58298.1	ANM99073.1
BAQ58298.1	ANM99085.1
BAQ58298.1	ANM99097.1
BAQ58298.1	ANM99109.1
BAQ58298.1	ANM99133.1
BAQ58298.1	ANM99145.1
BAQ58298.1	ANM99169.1
BAQ58298.1	ANM99181.1
BAQ58298.1	ANM99193.1
BAQ58298.1	ANM99217.1
BAQ58298.1	ANM99241.1
BAQ58298.1	ANM99253.1
BAQ58298.1	ANM99277.1
BAQ58298.1	ANM99289.1
BAQ58298.1	ANM99301.1
BAQ58298.1	ANM99313.1
BAQ58298.1	ANM99325.1
BAQ58298.1	ANM99337.1
BAQ58298.1	ANM99349.1
BAQ58298.1	ANM99385.1
BAQ58298.1	ANM99397.1
BAQ58298.1	ANM99409.1
BAQ58298.1	ANM99433.1
BAQ58298.1	ANM99445.1
BAQ58298.1	ANM99457.1
BAQ58298.1	ANM99469.1
BAQ58298.1	ANM99481.1
BAQ58298.1	ANM99493.1
BAQ58298.1	ANM99505.1
BAQ58298.1	ANM99517.1
BAQ58298.1	ANM99529.1
BAQ58298.1	ANM99552.1
BAQ58298.1	ANM99564.1
BAQ58298.1	ANM99588.1
BAQ58298.1	ANM99612.1
BAQ58298.1	ANM99624.1
BAQ58298.1	ANM99636.1
BAQ58298.1	ANM99648.1
BAQ58298.1	ANM99660.1
BAQ58298.1	ANM99672.1
BAQ58298.1	ANM99684.1
BAQ58298.1	ANM99708.1
BAQ58298.1	ANM99720.1
BAQ58298.1	ANM99732.1
BAQ58298.1	ANM99744.1
BAQ58298.1	ANM99756.1
BAQ58298.1	ANM99780.1
BAQ58298.1	ANM99792.1
BAQ58298.1	ANM99816.1
BAQ58298.1	ANM99828.1
BAQ58298.1	ANM99840.1
BAQ58298.1	ANM99852.1
BAQ58298.1	ANM99864.1
BAQ58298.1	ANM99876.1
BAQ58298.1	ANM99888.1
BAQ58298.1	ANM99900.1
BAQ58298.1	ANM99912.1
BAQ58298.1	ANM99924.1
BAQ58298.1	ANM99936.1
BAQ58298.1	ANM99948.1
BAQ58298.1	ANM99960.1
BAQ58298.1	ANM99972.1
BAQ58298.1	ANM99984.1
BAQ58298.1	ANM99996.1
BAQ58298.1	ANN00009.1
BAQ58298.1	ANN00021.1
BAQ58298.1	ANN00033.1
BAQ58298.1	ANN00057.1
BAQ58298.1	ANN00069.1
BAQ58298.1	ANN00081.1
BAQ58298.1	ANN00093.1
BAQ58298.1	ANN00105.1
BAQ58298.1	ANN00117.1
BAQ58298.1	ANN00129.1
BAQ58298.1	ANN00141.1
BAQ58298.1	ANN00153.1
BAQ58298.1	ANN00165.1
BAQ58298.1	ANN00177.1
BAQ58298.1	ANN00189.1
BAQ58298.1	ANN00201.1
BAQ58298.1	ANN00213.1
BAQ58298.1	ANN00237.1
BAQ58298.1	ANN00249.1
BAQ58298.1	ANN00261.1
BAQ58298.1	ANN00273.1
BAQ58298.1	ANN00285.1
BAQ58298.1	ANN00297.1
BAQ58298.1	ANN00309.1
BAQ58298.1	ANN00321.1
BAQ58298.1	ANN00333.1
BAQ58298.1	ANN00345.1
BAQ58298.1	ANN00357.1
BAQ58298.1	ANN00369.1
BAQ58298.1	ANN00381.1
BAQ58298.1	ANN00393.1
BAQ58298.1	ANN00417.1
BAQ58298.1	ANN00441.1
BAQ58298.1	ANN00453.1
BAQ58298.1	ANN00465.1
BAQ58298.1	ANN00477.1
BAQ58298.1	ANN00489.1
BAQ58298.1	ANN00513.1
BAQ58298.1	ANN00525.1
BAQ58298.1	ANN00537.1
BAQ58298.1	ANN00550.1
BAQ58298.1	ANN00573.1
BAQ58298.1	ANN00585.1
BAQ58298.1	ANN00597.1
BAQ58298.1	ANN00621.1
BAQ58298.1	ANN00645.1
BAQ58298.1	ANN00657.1
BAQ58298.1	ANN00669.1
BAQ58298.1	ANN00693.1
BAQ58298.1	ANN00705.1
BAQ58298.1	ANN00717.1
BAQ58298.1	ANN00756.1
BAQ58298.1	ANN00777.1
BAQ58298.1	ANN00801.1
BAQ58298.1	ANN00813.1
BAQ58298.1	ANN00825.1
BAQ58298.1	ANN00837.1
BAQ58298.1	ANN00849.1
BAQ58298.1	ANN00873.1
BAQ58298.1	ANN00897.1
BAQ58298.1	ANN00921.1
BAQ58298.1	ANN00933.1
BAQ58298.1	ANN00945.1
BAQ58298.1	ANN00957.1
BAQ58298.1	ANN00981.1
BAQ58298.1	ANN00993.1
BAQ58298.1	ANN01005.1
BAQ58298.1	ANN01017.1
BAQ58298.1	ANN01029.1
BAQ58298.1	ANN01041.1
BAQ58298.1	ANN01065.1
BAQ58298.1	ANN01077.1
BAQ58298.1	ANN01101.1
BAQ58298.1	ANN01125.1
BAQ58298.1	ANN01137.1
BAQ58298.1	ANN01161.1
BAQ58298.1	ANN01173.1
BAQ58298.1	ANN01185.1
BAQ58298.1	ANN01197.1
BAQ58298.1	ANN01209.1
BAQ58298.1	ANN01221.1
BAQ58298.1	ANN01233.1
BAQ58298.1	ANN01245.1
BAQ58298.1	ANN01269.1
BAQ58298.1	ANN01305.1
BAQ58298.1	ANN01317.1
BAQ58298.1	ANN01329.1
BAQ58298.1	ANN01341.1
BAQ58298.1	ANN01353.1
BAQ58298.1	ANN01377.1
BAQ58298.1	ANN01389.1
BAQ58298.1	ANN01401.1
BAQ58298.1	ANN01437.1
BAQ58298.1	ANN01449.1
BAQ58298.1	ANN01461.1
BAQ58298.1	ANN01473.1
BAQ58298.1	ANN01497.1
BAQ58298.1	ANN01509.1
BAQ58298.1	ANN01521.1
BAQ58298.1	ANN01533.1
BAQ58298.1	ANN01545.1
BAQ58298.1	ANN01557.1
BAQ58298.1	ANN01605.1
BAQ58298.1	ANN01617.1
BAQ58298.1	ANN01629.1
BAQ58298.1	ANN01641.1
BAQ58298.1	ANN01653.1
BAQ58298.1	ANN01665.1
BAQ58298.1	ANN01677.1
BAQ58298.1	ANN01689.1
BAQ58298.1	ANN01701.1
BAQ58298.1	ANN01725.1
BAQ58298.1	ANN01737.1
BAQ58298.1	ANN01749.1
BAQ58298.1	ANN01773.1
BAQ58298.1	ANN01785.1
BAQ58298.1	ANN01797.1
BAQ58298.1	ANN01821.1
BAQ58298.1	ANN01833.1
BAQ58298.1	ANN01845.1
BAQ58298.1	ANN01857.1
BAQ58298.1	ANN01869.1
BAQ58298.1	ANN01893.1
BAQ58298.1	ANN01917.1
BAQ58298.1	ANN01929.1
BAQ58298.1	ANN01941.1
BAQ58298.1	ANN01952.1
BAQ58298.1	ANN01976.1
BAQ58298.1	ANN01988.1
BAQ58298.1	ANN02000.1
BAQ58298.1	ANN02012.1
BAQ58298.1	ANN02024.1
BAQ58298.1	ANN02048.1
BAQ58298.1	ANN02060.1
BAQ58298.1	ANN02072.1
BAQ58298.1	ANN02096.1
BAQ58298.1	ANN02107.1
BAQ58298.1	ANN02119.1
BAQ58298.1	ANN02143.1
BAQ58298.1	ANN02155.1
BAQ58298.1	ANN02179.1
BAQ58298.1	ANN02191.1
BAQ58298.1	ANN02215.1
BAQ58298.1	ANN02227.1
BAQ58298.1	ANN02239.1
BAQ58298.1	ANN02251.1
BAQ58298.1	ANN02263.1
BAQ58298.1	ANN02275.1
BAQ58298.1	ANN02287.1
BAQ58298.1	ANN02299.1
BAQ58298.1	ANN02311.1
BAQ58298.1	ANN02323.1
BAQ58298.1	ANN02347.1
BAQ58298.1	ANN02359.1
BAQ58298.1	ANN02371.1
BAQ58298.1	ANN02395.1
BAQ58298.1	ANN02419.1
BAQ58298.1	ANN02431.1
BAQ58298.1	ANN02443.1
BAQ58298.1	ANN02455.1
BAQ58298.1	ANN02467.1
BAQ58298.1	ANN02479.1
BAQ58298.1	ANN02491.1
BAQ58298.1	ANN02503.1
BAQ58298.1	ANN02515.1
BAQ58298.1	ANN02527.1
BAQ58298.1	ANN02539.1
BAQ58298.1	ANN02551.1
BAQ58298.1	ANN02563.1
BAQ58298.1	ANN02575.1
BAQ58298.1	ANN02587.1
BAQ58298.1	ANN02599.1
BAQ58298.1	ANN02611.1
BAQ58298.1	ANN02623.1
BAQ58298.1	ANN02635.1
BAQ58298.1	ANN02647.1
BAQ58298.1	ANN02659.1
BAQ58298.1	ANN02683.1
BAQ58298.1	ANN02719.1
BAQ58298.1	ANN02743.1
BAQ58298.1	ANN02755.1
BAQ58298.1	ANN02767.1
BAQ58298.1	ANN02779.1
BAQ58298.1	ANN02803.1
BAQ58298.1	ANN02827.1
BAQ58298.1	AOD75056.1
BAQ58298.1	ANM95171.1
BAQ58298.1	ANM95183.1
BAQ58298.1	ANM95195.1
BAQ58298.1	ANM95205.1
BAQ58298.1	ANM95217.1
BAQ58298.1	ANM95229.1
BAQ58298.1	ANM95262.1
BAQ58298.1	ANM95273.1
BAQ58298.1	ANM95285.1
BAQ58298.1	ANM95297.1
BAQ58298.1	ANM95309.1
BAQ58298.1	ANM95334.1
BAQ58298.1	ANM95346.1
BAQ58298.1	ANM95358.1
BAQ58298.1	ANM95382.1
BAQ58298.1	ANM95394.1
BAQ58298.1	ANM95406.1
BAQ58298.1	ANM95418.1
BAQ58298.1	ANM95430.1
BAQ58298.1	ANM95442.1
BAQ58298.1	ANM95454.1
BAQ58298.1	ANM95466.1
BAQ58298.1	ANM95478.1
BAQ58298.1	ANM95490.1
BAQ58298.1	ANM95502.1
BAQ58298.1	ANM95513.1
BAQ58298.1	ANM95524.1
BAQ58298.1	ANM95536.1
BAQ58298.1	ANM95548.1
BAQ58298.1	ANM95560.1
BAQ58298.1	ANM95572.1
BAQ58298.1	ANM95591.1
BAQ58298.1	ANM95603.1
BAQ58298.1	ANM95615.1
BAQ58298.1	ANM95627.1
BAQ58298.1	ANM95639.1
BAQ58298.1	ANM95651.1
BAQ58298.1	ANM95663.1
BAQ58298.1	ANM95675.1
BAQ58298.1	ANM95687.1
BAQ58298.1	ANM95699.1
BAQ58298.1	ANM95704.1
BAQ58298.1	ANM95716.1
BAQ58298.1	ANM95728.1
BAQ58298.1	ANM95740.1
BAQ58298.1	ANM95753.1
BAQ58298.1	ANM95763.1
BAQ58298.1	ANM95774.1
BAQ58298.1	ANM95784.1
BAQ58298.1	ANM95798.1
BAQ58298.1	ANM95810.1
BAQ58298.1	ANM95834.1
BAQ58298.1	ANM95846.1
BAQ58298.1	ANM95858.1
BAQ58298.1	ANM95882.1
BAQ58298.1	ANM95894.1
BAQ58298.1	ANM95905.1
BAQ58298.1	ANM95922.1
BAQ58298.1	ANM95934.1
BAQ58298.1	ANM95946.1
BAQ58298.1	ANM95959.1
BAQ58298.1	ANM95971.1
BAQ58298.1	ANM95983.1
BAQ58298.1	ANM96007.1
BAQ58298.1	ANM96031.1
BAQ58298.1	ANM96043.1
BAQ58298.1	ANM96055.1
BAQ58298.1	ANM96079.1
BAQ58298.1	ANM96091.1
BAQ58298.1	ANM96103.1
BAQ58298.1	ANM96115.1
BAQ58298.1	ANM96127.1
BAQ58298.1	ANM96139.1
BAQ58298.1	ANM96151.1
BAQ58298.1	ANM96163.1
BAQ58298.1	ANM96175.1
BAQ58298.1	ANM96187.1
BAQ58298.1	ANM96199.1
BAQ58298.1	ANM96211.1
BAQ58298.1	ANM96223.1
BAQ58298.1	ANM96235.1
BAQ58298.1	ANM96259.1
BAQ58298.1	ANM96271.1
BAQ58298.1	ANM96283.1
BAQ58298.1	ANM96295.1
BAQ58298.1	ANM96307.1
BAQ58298.1	ANM96319.1
BAQ58298.1	ANM96331.1
BAQ58298.1	ANM96355.1
BAQ58298.1	ANM96367.1
BAQ58298.1	ANM96391.1
BAQ58298.1	ANM96403.1
BAQ58298.1	ANM96427.1
BAQ58298.1	ANM96439.1
BAQ58298.1	ANM96463.1
BAQ58298.1	ANM96475.1
BAQ58298.1	ANM96499.1
BAQ58298.1	ANM96511.1
BAQ58298.1	ANM96535.1
BAQ58298.1	ANM96547.1
BAQ58298.1	ANM96571.1
BAQ58298.1	ANM96595.1
BAQ58298.1	ANM96607.1
BAQ58298.1	ANM96619.1
BAQ58298.1	ANM96631.1
BAQ58298.1	ANM96643.1
BAQ58298.1	ANM96655.1
BAQ58298.1	ANM96667.1
BAQ58298.1	ANM96679.1
BAQ58298.1	ANM96691.1
BAQ58298.1	ANM96703.1
BAQ58298.1	ANM96715.1
BAQ58298.1	ANM96727.1
BAQ58298.1	ANM96739.1
BAQ58298.1	ANM96751.1
BAQ58298.1	ANM96763.1
BAQ58298.1	ANM96775.1
BAQ58298.1	ANM96787.1
BAQ58298.1	ANM96799.1
BAQ58298.1	ANM96823.1
BAQ58298.1	ANM96847.1
BAQ58298.1	ANM96859.1
BAQ58298.1	ANM96871.1
BAQ58298.1	ANM96883.1
BAQ58298.1	ANM96895.1
BAQ58298.1	ANM96907.1
BAQ58298.1	ANM96931.1
BAQ58298.1	ANM96943.1
BAQ58298.1	ANM96979.1
BAQ58298.1	ANM96991.1
BAQ58298.1	ANM97003.1
BAQ58298.1	ANM97015.1
BAQ58298.1	ANM97027.1
BAQ58298.1	ANM97039.1
BAQ58298.1	ANM97051.1
BAQ58298.1	ANM97063.1
BAQ58298.1	ANM97075.1
BAQ58298.1	ANM97087.1
BAQ58298.1	ANM97099.1
BAQ58298.1	ANM97111.1
BAQ58298.1	ANM97135.1
BAQ58298.1	ANM97147.1
BAQ58298.1	ANJ61458.1
BAQ58298.1	ANJ61486.1
BAQ58298.1	ANM72134.1
BAQ58298.1	ANM72142.1
BAQ58298.1	ANM72144.1
BAQ58298.1	ANM72146.1
BAQ58298.1	ANM72149.1
BAQ58298.1	ANM72158.1
BAQ58298.1	ANM72160.1
BAQ58298.1	ANM72170.1
BAQ58298.1	AMU04535.1
BAQ58298.1	AND99870.1
BAQ58298.1	ANE25493.1
BAQ58298.1	ANE25509.1
BAQ58298.1	ANE25542.1
BAQ58298.1	ANE25554.1
BAQ58298.1	ANE25566.1
BAQ58298.1	ANE25578.1
BAQ58298.1	ANE25600.1
BAQ58298.1	ANE25612.1
BAQ58298.1	ANE25636.1
BAQ58298.1	ANE25648.1
BAQ58298.1	ANE25663.1
BAQ58298.1	ANE25675.1
BAQ58298.1	ANE25687.1
BAQ58298.1	ANE25699.1
BAQ58298.1	ANE25711.1
BAQ58298.1	ANE25721.1
BAQ58298.1	ANE25740.1
BAQ58298.1	ANE25752.1
BAQ58298.1	ANE25764.1
BAQ58298.1	ANE25776.1
BAQ58298.1	ANE25788.1
BAQ58298.1	ANE25800.1
BAQ58298.1	ANE25812.1
BAQ58298.1	ANE25824.1
BAQ58298.1	ANE25836.1
BAQ58298.1	ANE25848.1
BAQ58298.1	ANE25860.1
BAQ58298.1	ANE25872.1
BAQ58298.1	ANE25884.1
BAQ58298.1	ANE25896.1
BAQ58298.1	ANE25908.1
BAQ58298.1	ANE25920.1
BAQ58298.1	ANE25932.1
BAQ58298.1	ANE25944.1
BAQ58298.1	ANE25956.1
BAQ58298.1	ANE25968.1
BAQ58298.1	ANE25979.1
BAQ58298.1	ANE25988.1
BAQ58298.1	ANE26008.1
BAQ58298.1	ANE26018.1
BAQ58298.1	ANE26029.1
BAQ58298.1	ANE26041.1
BAQ58298.1	ANE26053.1
BAQ58298.1	ANE26065.1
BAQ58298.1	ANE26077.1
BAQ58298.1	ANE26089.1
BAQ58298.1	ANE26101.1
BAQ58298.1	ANE26113.1
BAQ58298.1	ANE26137.1
BAQ58298.1	ANE26149.1
BAQ58298.1	ANE26161.1
BAQ58298.1	ANE26173.1
BAQ58298.1	ANE26185.1
BAQ58298.1	ANE26197.1
BAQ58298.1	ANE26209.1
BAQ58298.1	ANE26221.1
BAQ58298.1	ANE26233.1
BAQ58298.1	ANE26245.1
BAQ58298.1	ANE26257.1
BAQ58298.1	ANE26269.1
BAQ58298.1	ANE26281.1
BAQ58298.1	ANE26293.1
BAQ58298.1	ANE26305.1
BAQ58298.1	ANE26315.1
BAQ58298.1	ANE26327.1
BAQ58298.1	ANE26339.1
BAQ58298.1	ANE26351.1
BAQ58298.1	ANE26370.1
BAQ58298.1	ANE26380.1
BAQ58298.1	ANE26406.1
BAQ58298.1	ANE26418.1
BAQ58298.1	ANE26430.1
BAQ58298.1	ANE26442.1
BAQ58298.1	ANE26454.1
BAQ58298.1	ANE26465.1
BAQ58298.1	ANE26477.1
BAQ58298.1	ANE26489.1
BAQ58298.1	ANE26501.1
BAQ58298.1	ANE26513.1
BAQ58298.1	ANE26538.1
BAQ58298.1	ALX28463.1
BAQ58298.1	ALX28465.1
BAQ58298.1	ALX28467.1
BAQ58298.1	ALX28469.1
BAQ58298.1	ALX28471.1
BAQ58298.1	ALX28473.1
BAQ58298.1	ALX28475.1
BAQ58298.1	ALX28477.1
BAQ58298.1	ALX28479.1
BAQ58298.1	ALX28481.1
BAQ58298.1	ALX28821.1
BAQ58298.1	ALX28823.1
BAQ58298.1	ALX28825.1
BAQ58298.1	ALX28827.1
BAQ58298.1	ALX28829.1
BAQ58298.1	ALX28831.1
BAQ58298.1	ALX28833.1
BAQ58298.1	ALX28835.1
BAQ58298.1	ALX28837.1
BAQ58298.1	ALX28839.1
BAQ58298.1	ALX28853.1
BAQ58298.1	ALX28855.1
BAQ58298.1	ALX28857.1
BAQ58298.1	ALX28859.1
BAQ58298.1	ALX28861.1
BAQ58298.1	ALX28863.1
BAQ58298.1	ALX28865.1
BAQ58298.1	ALX28867.1
BAQ58298.1	ALX28885.1
BAQ58298.1	ALX28887.1
BAQ58298.1	ALX28889.1
BAQ58298.1	ALX28891.1
BAQ58298.1	ALX28893.1
BAQ58298.1	ALX28895.1
BAQ58298.1	ALX28897.1
BAQ58298.1	ALX28899.1
BAQ58298.1	ALX28901.1
BAQ58298.1	ALX28903.1
BAQ58298.1	AMB67064.1
BAQ58298.1	AMB67069.1
BAQ58298.1	AMB67084.1
BAQ58298.1	AMB67097.1
BAQ58298.1	AMB67111.1
BAQ58298.1	AMB67123.1
BAQ58298.1	AMB67155.1
BAQ58298.1	AMB67167.1
BAQ58298.1	AMB67181.1
BAQ58298.1	AMB67193.1
BAQ58298.1	AMB67205.1
BAQ58298.1	AMB67210.1
BAQ58298.1	AMB67222.1
BAQ58298.1	AMB67240.1
BAQ58298.1	AMB67252.1
BAQ58298.1	AMB67263.1
BAQ58298.1	AMB67275.1
BAQ58298.1	AMB67287.1
BAQ58298.1	AMB67299.1
BAQ58298.1	AMB67311.1
BAQ58298.1	AMB67323.1
BAQ58298.1	AMB67335.1
BAQ58298.1	AMB67347.1
BAQ58298.1	AMB67363.1
BAQ58298.1	AMB67375.1
BAQ58298.1	AMB67387.1
BAQ58298.1	AMB67400.1
BAQ58298.1	AMB67412.1
BAQ58298.1	AMB67428.1
BAQ58298.1	AMB67440.1
BAQ58298.1	AMB67452.1
BAQ58298.1	AMB67464.1
BAQ58298.1	AMB67476.1
BAQ58298.1	AMB67487.1
BAQ58298.1	AMB67499.1
BAQ58298.1	AMB67511.1
BAQ58298.1	AMB67523.1
BAQ58298.1	AMB67535.1
BAQ58298.1	AMB67547.1
BAQ58298.1	AMB67559.1
BAQ58298.1	AMB67571.1
BAQ58298.1	AMB67583.1
BAQ58298.1	AMB67594.1
BAQ58298.1	AMB67605.1
BAQ58298.1	AMB67617.1
BAQ58298.1	AMB67629.1
BAQ58298.1	AMB67641.1
BAQ58298.1	AMB67653.1
BAQ58298.1	AMB67663.1
BAQ58298.1	AMB67675.1
BAQ58298.1	AMB67687.1
BAQ58298.1	AMB67697.1
BAQ58298.1	AMB67703.1
BAQ58298.1	AMB67715.1
BAQ58298.1	AMB67727.1
BAQ58298.1	AMB67739.1
BAQ58298.1	AMB67746.1
BAQ58298.1	AMB67750.1
BAQ58298.1	AMB67773.1
BAQ58298.1	AMB67780.1
BAQ58298.1	AMB67792.1
BAQ58298.1	AMB67804.1
BAQ58298.1	AMB67861.1
BAQ58298.1	AMB67873.1
BAQ58298.1	AMB67881.1
BAQ58298.1	AMB67893.1
BAQ58298.1	AMB67917.1
BAQ58298.1	AMB67933.1
BAQ58298.1	AMB67943.1
BAQ58298.1	AMB67954.1
BAQ58298.1	AMB67962.1
BAQ58298.1	AMB67967.1
BAQ58298.1	AMB67979.1
BAQ58298.1	AMB67991.1
BAQ58298.1	AMB68003.1
BAQ58298.1	AMB68015.1
BAQ58298.1	AMB68027.1
BAQ58298.1	AMB68058.1
BAQ58298.1	AMB68067.1
BAQ58298.1	AMB68096.1
BAQ58298.1	AMB68141.1
BAQ58298.1	AMB68212.1
BAQ58298.1	AMB68236.1
BAQ58298.1	AMB68248.1
BAQ58298.1	AMB68260.1
BAQ58298.1	AMB68272.1
BAQ58298.1	AMB68284.1
BAQ58298.1	AMB68369.1
BAQ58298.1	AMB68403.1
BAQ58298.1	AMB68431.1
BAQ58298.1	AMB68436.1
BAQ58298.1	AMB68448.1
BAQ58298.1	AMB68460.1
BAQ58298.1	AMB68480.1
BAQ58298.1	AMB68492.1
BAQ58298.1	AMB68504.1
BAQ58298.1	AMB68516.1
BAQ58298.1	AMB68519.1
BAQ58298.1	AMB68530.1
BAQ58298.1	AMB68555.1
BAQ58298.1	AMB68567.1
BAQ58298.1	AMB68615.1
BAQ58298.1	AMB68620.1
BAQ58298.1	AMB68632.1
BAQ58298.1	AMB68662.1
BAQ58298.1	AMB68674.1
BAQ58298.1	AMB68686.1
BAQ58298.1	AMB68698.1
BAQ58298.1	AMB68710.1
BAQ58298.1	AMB68722.1
BAQ58298.1	AMB68734.1
BAQ58298.1	AMB68746.1
BAQ58298.1	AMB68766.1
BAQ58298.1	AMB68778.1
BAQ58298.1	AMB68790.1
BAQ58298.1	AMB68802.1
BAQ58298.1	AMB68814.1
BAQ58298.1	AMB68859.1
BAQ58298.1	AMB68871.1
BAQ58298.1	AMB68878.1
BAQ58298.1	AMB68896.1
BAQ58298.1	AMB68901.1
BAQ58298.1	AMB68913.1
BAQ58298.1	AMB68937.1
BAQ58298.1	AMB68949.1
BAQ58298.1	AMB68954.1
BAQ58298.1	AMB68991.1
BAQ58298.1	AMB69079.1
BAQ58298.1	AMB69118.1
BAQ58298.1	AMB69123.1
BAQ58298.1	AMB69206.1
BAQ58298.1	AMB69215.1
BAQ58298.1	AMB69225.1
BAQ58298.1	AMB69237.1
BAQ58298.1	AMB69249.1
BAQ58298.1	AMB69261.1
BAQ58298.1	AMB69278.1
BAQ58298.1	AMB69290.1
BAQ58298.1	AMB69309.1
BAQ58298.1	AMB69319.1
BAQ58298.1	AMB69335.1
BAQ58298.1	AMB69349.1
BAQ58298.1	AMB69374.1
BAQ58298.1	AMB69386.1
BAQ58298.1	AMB69408.1
BAQ58298.1	AMB69420.1
BAQ58298.1	AMB69432.1
BAQ58298.1	AMB69443.1
BAQ58298.1	AMB69455.1
BAQ58298.1	AMB69467.1
