AUI42241.1:1-757	AUI42241.1:1-757
ADI79236.1:1-767	AEO52489.1:1-737
ADI79236.1:1-767	AEO52499.1:1-737
ADI79236.1:1-767	AEO52509.1:1-737
ADI79236.1:1-767	AEO52519.1:1-737
ADI79236.1:1-767	AEO52529.1:1-737
ADI79236.1:1-767	AEO52586.1:1-757
ADI79236.1:1-767	AEO52588.1:1-757
ADI79236.1:1-767	AEO52592.1:1-757
ADI79236.1:1-767	AEO52594.1:1-757
ADI79236.1:1-767	AEO52596.1:1-757
ADI79236.1:1-767	AEO52598.1:1-757
ADI79236.1:1-767	AEO52600.1:1-757
ADI79236.1:1-767	AEO52604.1:1-757
ADI79236.1:1-767	AEP17294.1:1-757
ADI79236.1:1-767	AEP17305.1:1-757
ADI79236.1:1-767	AEP95317.1:1-757
ADI79236.1:1-767	AEQ33505.1:1-757
ADI79236.1:1-767	AEQ49977.1:1-758
ADI79236.1:1-767	AEQ49987.1:1-758
ADI79236.1:1-767	AEQ49997.1:1-758
ADI79236.1:1-767	AEQ50007.1:1-758
ADI79236.1:1-767	AEQ50017.1:1-758
ADI79236.1:1-767	AER09358.1:1-757
ADI79236.1:1-767	AER09368.1:1-757
ADI79236.1:1-767	AER09378.1:1-757
ADI79236.1:1-767	AER09398.1:1-757
ADI79236.1:1-767	AER09408.1:1-757
ADI79236.1:1-767	AER09418.1:1-757
ADI79236.1:1-767	AER09428.1:1-757
ADI79236.1:1-767	AER09438.1:1-757
ADI79236.1:1-767	AER09448.1:1-757
ADI79236.1:1-767	AER09458.1:1-757
ADI79236.1:1-767	AER09468.1:1-757
ADI79236.1:1-767	AER09478.1:1-757
ADI79236.1:1-767	AER09481.1:1-757
ADI79236.1:1-767	AER09492.1:1-757
ADI79236.1:1-767	AER09503.1:1-757
ADI79236.1:1-767	AER09514.1:1-757
ADI79236.1:1-767	AER09525.1:1-757
ADI79236.1:1-767	AER09536.1:1-757
ADI79236.1:1-767	AER09547.1:1-757
ADI79236.1:1-767	AER09558.1:1-757
ADI79236.1:1-767	AER09569.1:1-757
ADI79236.1:1-767	AER09580.1:1-757
ADI79236.1:1-767	AER09591.1:1-757
ADI79236.1:1-767	AER09602.1:1-756
ADI79236.1:1-767	AER09613.1:1-757
ADI79236.1:1-767	AER09624.1:1-757
ADI79236.1:1-767	AER09635.1:1-757
ADI79236.1:1-767	AER09646.1:1-757
ADI79236.1:1-767	AER09657.1:1-757
ADI79236.1:1-767	AER09668.1:1-757
ADI79236.1:1-767	AER09679.1:1-757
ADI79236.1:1-767	AER09690.1:1-757
ADI79236.1:1-767	AER09701.1:1-757
ADI79236.1:1-767	AER09712.1:1-757
ADI79236.1:1-767	AER09723.1:1-757
ADI79236.1:1-767	AER09734.1:1-757
ADI79236.1:1-767	AER09745.1:1-757
ADI79236.1:1-767	AER09756.1:1-757
ADI79236.1:1-767	AER09767.1:1-757
ADI79236.1:1-767	ACX53680.1:1-757
ADI79236.1:1-767	ACX55906.1:1-757
ADI79236.1:1-767	ACX55916.1:1-757
ADI79236.1:1-767	ACY06581.1:1-757
ADI79236.1:1-767	ACY06583.1:1-757
ADI79236.1:1-767	ACY06585.1:1-757
ADI79236.1:1-767	ACY06587.1:1-757
ADI79236.1:1-767	ACY06589.1:1-757
ADI79236.1:1-767	ACY06591.1:1-757
ADI79236.1:1-767	ACY06593.1:1-757
ADI79236.1:1-767	ACY06595.1:1-757
ADI79236.1:1-767	ACY06613.1:1-757
ADI79236.1:1-767	ACY06639.1:1-757
ADI79236.1:1-767	ACY06640.1:1-757
ADI79236.1:1-767	ACY06641.1:1-757
ADI79236.1:1-767	ACY06642.1:1-757
ADI79236.1:1-767	ACY06643.1:1-757
ADI79236.1:1-767	ACY06644.1:1-757
ADI79236.1:1-767	ACY06645.1:1-755
ADI79236.1:1-767	ACY56559.1:1-709
ADI79236.1:1-767	ACY56561.1:1-709
ADI79236.1:1-767	ACY56563.1:1-708
ADI79236.1:1-767	ACY56566.1:1-709
ADI79236.1:1-767	ACY56567.1:1-709
ADI79236.1:1-767	ACY56571.1:1-708
ADI79236.1:1-767	ACY67294.1:1-732
ADI79236.1:1-767	ACY67296.1:1-732
ADI79236.1:1-767	ACY67298.1:1-732
ADI79236.1:1-767	ACY67299.1:1-732
ADI79236.1:1-767	ACY67301.1:1-732
ADI79236.1:1-767	ACY67302.1:1-732
ADI79236.1:1-767	ACY67303.1:1-732
ADI79236.1:1-767	ACY67305.1:1-732
ADI79236.1:1-767	ACY67306.1:1-732
ADI79236.1:1-767	ACY67307.1:1-732
ADI79236.1:1-767	ACY67308.1:1-732
ADI79236.1:1-767	ACY67309.1:1-732
ADI79236.1:1-767	ACY67310.1:1-732
ADI79236.1:1-767	ACY67311.1:1-732
ADI79236.1:1-767	ACY67312.1:1-732
ADI79236.1:1-767	ACY67313.1:1-732
ADI79236.1:1-767	ACY67314.1:1-732
ADI79236.1:1-767	ACY67315.1:1-732
ADI79236.1:1-767	ACY67316.1:1-732
ADI79236.1:1-767	ACY67317.1:1-732
ADI79236.1:1-767	ACY67319.1:1-732
ADI79236.1:1-767	ACY67320.1:1-732
ADI79236.1:1-767	ACY67321.1:1-732
ADI79236.1:1-767	ACY67322.1:1-732
ADI79236.1:1-767	ACY67323.1:1-732
ADI79236.1:1-767	ACY67324.1:1-732
ADI79236.1:1-767	ACY67325.1:1-732
ADI79236.1:1-767	ACY67326.1:1-732
ADI79236.1:1-767	ACY67328.1:1-732
ADI79236.1:1-767	ACY67329.1:1-732
ADI79236.1:1-767	ACY67330.1:1-732
ADI79236.1:1-767	ACY67331.1:1-732
ADI79236.1:1-767	ACY67332.1:1-732
ADI79236.1:1-767	ACY67333.1:1-732
ADI79236.1:1-767	ACY67334.1:1-732
ADI79236.1:1-767	ACY67335.1:1-732
ADI79236.1:1-767	ACY67338.1:1-732
ADI79236.1:1-767	ACY67339.1:1-732
ADI79236.1:1-767	ACY67340.1:1-732
ADI79236.1:1-767	ACY67341.1:1-732
ADI79236.1:1-767	ACY67342.1:1-732
ADI79236.1:1-767	ACY67343.1:1-732
ADI79236.1:1-767	ACY67345.1:1-732
ADI79236.1:1-767	ACY74421.1:1-757
ADI79236.1:1-767	ACY79837.1:1-757
ADI79236.1:1-767	ACY79838.1:1-757
ADI79236.1:1-767	ACY79839.1:1-757
ADI79236.1:1-767	ACY79840.1:1-757
ADI79236.1:1-767	ACY79842.1:1-757
ADI79236.1:1-767	ACY79849.1:1-757
ADI79236.1:1-767	ACY79850.1:1-757
ADI79236.1:1-767	ACY79853.1:1-758
ADI79236.1:1-767	ACY79855.1:1-746
ADI79236.1:1-767	ACY79859.1:1-757
ADI79236.1:1-767	ACY79860.1:1-757
ADI79236.1:1-767	ACY79862.1:1-746
ADI79236.1:1-767	ACY79863.1:1-753
ADI79236.1:1-767	ACY79865.1:1-757
ADI79236.1:1-767	ACY79867.1:1-757
ADI79236.1:1-767	ACY79868.1:1-757
ADI79236.1:1-767	ACY79869.1:1-757
ADI79236.1:1-767	ACY79871.1:1-757
ADI79236.1:1-767	ACY79872.1:1-757
ADI79236.1:1-767	ACY79874.1:1-757
ADI79236.1:1-767	ACY79876.1:1-757
ADI79236.1:1-767	ACY79877.1:1-757
ADI79236.1:1-767	ACY79878.1:1-757
ADI79236.1:1-767	ACY79879.1:1-757
ADI79236.1:1-767	ACY79880.1:1-757
ADI79236.1:1-767	ACY79883.1:1-757
ADI79236.1:1-767	ACY79884.1:1-757
ADI79236.1:1-767	ACY79888.1:1-757
ADI79236.1:1-767	ACY79889.1:1-757
ADI79236.1:1-767	ACY79890.1:1-757
ADI79236.1:1-767	ACY79893.1:1-757
ADI79236.1:1-767	ACY79894.1:1-757
ADI79236.1:1-767	ACY79895.1:1-757
ADI79236.1:1-767	ACY79896.1:1-757
ADI79236.1:1-767	ACY79897.1:1-746
ADI79236.1:1-767	ACY79898.1:1-757
ADI79236.1:1-767	ACY79899.1:1-757
ADI79236.1:1-767	ACY79900.1:1-757
ADI79236.1:1-767	ACY79901.1:1-757
ADI79236.1:1-767	ACY79902.1:1-746
ADI79236.1:1-767	ACY79903.1:1-757
ADI79236.1:1-767	ACY79904.1:1-757
ADI79236.1:1-767	ACY79905.1:1-746
ADI79236.1:1-767	ACY79907.1:1-757
ADI79236.1:1-767	ACY79909.1:1-746
ADI79236.1:1-767	ACY79910.1:1-746
ADI79236.1:1-767	ACY79911.1:1-757
ADI79236.1:1-767	ACY79912.1:1-757
ADI79236.1:1-767	ACY79913.1:1-757
ADI79236.1:1-767	ACY79914.1:1-757
ADI79236.1:1-767	ACY79915.1:1-746
ADI79236.1:1-767	ACY79916.1:1-757
ADI79236.1:1-767	ACY79917.1:1-757
ADI79236.1:1-767	ACY79918.1:1-757
ADI79236.1:1-767	ACY79919.1:1-757
ADI79236.1:1-767	ACY79920.1:1-757
ADI79236.1:1-767	ACY79921.1:1-757
ADI79236.1:1-767	ACY79923.1:1-758
ADI79236.1:1-767	ACY79932.1:1-757
ADI79236.1:1-767	ACY79943.1:1-757
ADI79236.1:1-767	ACZ05917.1:1-757
ADI79236.1:1-767	ACZ05918.1:1-757
ADI79236.1:1-767	ACZ05919.1:1-757
ADI79236.1:1-767	ACZ05920.1:1-757
ADI79236.1:1-767	ACZ36537.1:1-757
ADI79236.1:1-767	ACZ36538.1:1-757
ADI79236.1:1-767	ACZ36539.1:1-757
ADI79236.1:1-767	ACZ36540.1:1-757
ADI79236.1:1-767	ACZ36541.1:1-757
ADI79236.1:1-767	ACZ36542.1:1-757
ADI79236.1:1-767	ACZ36543.1:1-757
ADI79236.1:1-767	ACZ36544.1:1-757
ADI79236.1:1-767	ACZ36545.1:1-757
ADI79236.1:1-767	ACZ36546.1:1-757
ADI79236.1:1-767	ACZ36548.1:1-757
ADI79236.1:1-767	ACZ36549.1:1-757
ADI79236.1:1-767	ACZ36552.1:1-757
ADI79236.1:1-767	ACZ36554.1:1-757
ADI79236.1:1-767	ACZ36555.1:1-757
ADI79236.1:1-767	ACZ36558.1:1-757
ADI79236.1:1-767	ACZ36560.1:1-757
ADI79236.1:1-767	ACZ36561.1:1-757
ADI79236.1:1-767	ACZ36562.1:1-757
ADI79236.1:1-767	ACZ36564.1:1-757
ADI79236.1:1-767	ACZ36565.1:1-757
ADI79236.1:1-767	ACZ36566.1:1-757
ADI79236.1:1-767	ACZ36570.1:1-757
ADI79236.1:1-767	ACZ36572.1:1-757
ADI79236.1:1-767	ACZ36573.1:1-757
ADI79236.1:1-767	ACZ36574.1:1-757
ADI79236.1:1-767	ACZ36575.1:1-757
ADI79236.1:1-767	ACZ36577.1:1-757
ADI79236.1:1-767	ACZ36578.1:1-757
ADI79236.1:1-767	ACZ36579.1:1-757
ADI79236.1:1-767	ACZ36581.1:1-757
ADI79236.1:1-767	ACZ45606.1:1-757
ADI79236.1:1-767	ACZ45629.1:1-757
ADI79236.1:1-767	ACZ45631.1:1-757
ADI79236.1:1-767	ACZ45632.1:1-757
ADI79236.1:1-767	ACZ45637.1:1-757
ADI79236.1:1-767	ACZ45639.1:1-757
ADI79236.1:1-767	ACZ45641.1:1-757
ADI79236.1:1-767	ACZ45647.1:1-757
ADI79236.1:1-767	ACZ45648.1:1-757
ADI79236.1:1-767	ACZ45649.1:1-757
ADI79236.1:1-767	ACZ45720.1:1-757
ADI79236.1:1-767	ACZ45810.1:1-757
ADI79236.1:1-767	ACZ45812.1:1-750
ADI79236.1:1-767	ACZ45814.1:1-757
ADI79236.1:1-767	ACZ45821.1:1-757
ADI79236.1:1-767	ACZ45822.1:1-757
ADI79236.1:1-767	ACZ45824.1:1-757
ADI79236.1:1-767	ACZ45826.1:1-757
ADI79236.1:1-767	ACZ45827.1:1-757
ADI79236.1:1-767	ACZ45828.1:1-757
ADI79236.1:1-767	ACZ45829.1:1-757
ADI79236.1:1-767	ACZ45832.1:1-757
ADI79236.1:1-767	ACZ45833.1:1-757
ADI79236.1:1-767	ACZ45837.1:1-757
ADI79236.1:1-767	ACZ45838.1:1-757
ADI79236.1:1-767	ACZ45843.1:1-757
ADI79236.1:1-767	ACZ45852.1:1-757
ADI79236.1:1-767	ACZ45855.1:1-757
ADI79236.1:1-767	ACZ45857.1:1-757
ADI79236.1:1-767	ACZ45862.1:1-757
ADI79236.1:1-767	ACZ45864.1:1-757
ADI79236.1:1-767	ACZ45869.1:1-757
ADI79236.1:1-767	ACZ45871.1:1-757
ADI79236.1:1-767	ACZ45875.1:1-757
ADI79236.1:1-767	ACZ45876.1:1-757
ADI79236.1:1-767	ACZ45877.1:1-757
ADI79236.1:1-767	ACZ45878.1:1-757
ADI79236.1:1-767	ACZ45879.1:1-757
ADI79236.1:1-767	ACZ45882.1:1-746
ADI79236.1:1-767	ACZ45883.1:1-757
ADI79236.1:1-767	ACZ45884.1:1-757
ADI79236.1:1-767	ACZ45886.1:1-758
ADI79236.1:1-767	ACZ45888.1:1-757
ADI79236.1:1-767	ACZ45889.1:1-758
ADI79236.1:1-767	ACZ45890.1:1-624
ADI79236.1:1-767	ACZ45891.1:1-757
ADI79236.1:1-767	ACZ45892.1:1-758
ADI79236.1:1-767	ACZ45893.1:1-757
ADI79236.1:1-767	ACZ45894.1:1-757
ADI79236.1:1-767	ACZ45895.1:1-757
ADI79236.1:1-767	ACZ45896.1:1-757
ADI79236.1:1-767	ACZ45897.1:1-757
ADI79236.1:1-767	ACZ45898.1:1-757
ADI79236.1:1-767	ACZ45899.1:1-757
ADI79236.1:1-767	ACZ45900.1:1-757
ADI79236.1:1-767	ACZ45902.1:1-757
ADI79236.1:1-767	ACZ45903.1:1-757
ADI79236.1:1-767	ACZ45904.1:1-757
ADI79236.1:1-767	ACZ45906.1:1-757
ADI79236.1:1-767	ACZ45907.1:1-757
ADI79236.1:1-767	ACZ45908.1:1-757
ADI79236.1:1-767	ACZ45909.1:1-757
ADI79236.1:1-767	ACZ45913.1:1-757
ADI79236.1:1-767	ACZ45914.1:1-757
ADI79236.1:1-767	ACZ45915.1:1-757
ADI79236.1:1-767	ACZ45916.1:1-757
ADI79236.1:1-767	ACZ45917.1:1-757
ADI79236.1:1-767	ACZ45918.1:1-757
ADI79236.1:1-767	ACZ45919.1:1-757
ADI79236.1:1-767	ACZ45920.1:1-757
ADI79236.1:1-767	ACZ45925.1:1-757
ADI79236.1:1-767	ACZ45927.1:1-757
ADI79236.1:1-767	ACZ45928.1:1-757
ADI79236.1:1-767	ACZ45930.1:1-757
ADI79236.1:1-767	ACZ45931.1:1-757
ADI79236.1:1-767	ACZ45933.1:1-758
ADI79236.1:1-767	ACZ45934.1:1-758
ADI79236.1:1-767	ACZ45935.1:1-758
ADI79236.1:1-767	ACZ45938.1:1-758
ADI79236.1:1-767	ACZ45940.1:1-758
ADI79236.1:1-767	ACZ45941.1:1-757
ADI79236.1:1-767	ACZ45943.1:1-752
ADI79236.1:1-767	ACZ45945.1:1-758
ADI79236.1:1-767	ACZ45949.1:1-758
ADI79236.1:1-767	ACZ45952.1:1-237
ADI79236.1:1-767	ACZ45953.1:1-757
ADI79236.1:1-767	ACZ45955.1:1-758
ADI79236.1:1-767	ACZ45956.1:1-758
ADI79236.1:1-767	ACZ45957.1:1-758
ADI79236.1:1-767	ACZ45959.1:1-758
ADI79236.1:1-767	ACZ45960.1:1-758
ADI79236.1:1-767	ACZ45964.1:1-758
ADI79236.1:1-767	ACZ45965.1:1-758
ADI79236.1:1-767	ACZ45966.1:1-757
ADI79236.1:1-767	ACZ45969.1:1-757
ADI79236.1:1-767	ACZ45970.1:1-757
ADI79236.1:1-767	ACZ45972.1:1-757
ADI79236.1:1-767	ACZ45998.1:1-757
ADI79236.1:1-767	ACZ46002.1:1-757
ADI79236.1:1-767	ACZ46003.1:1-757
ADI79236.1:1-767	ACZ46004.1:1-757
ADI79236.1:1-767	ACZ46005.1:1-757
ADI79236.1:1-767	ACZ46006.1:1-757
ADI79236.1:1-767	ACZ46011.1:1-757
ADI79236.1:1-767	ACZ46012.1:1-757
ADI79236.1:1-767	ACZ46015.1:1-757
ADI79236.1:1-767	ACZ46017.1:1-757
ADI79236.1:1-767	ACZ46018.1:1-757
ADI79236.1:1-767	ACZ53997.1:1-757
ADI79236.1:1-767	ACZ54012.1:1-757
ADI79236.1:1-767	ACZ81488.1:1-757
ADI79236.1:1-767	ACZ81499.1:1-757
ADI79236.1:1-767	ACZ81510.1:1-757
ADI79236.1:1-767	ACZ81579.1:1-757
ADI79236.1:1-767	ACZ81590.1:1-757
ADI79236.1:1-767	ADB12382.1:1-757
ADI79236.1:1-767	ADB93849.1:1-757
ADI79236.1:1-767	ADB93851.1:1-757
ADI79236.1:1-767	ADB93853.1:1-757
ADI79236.1:1-767	ADB93855.1:1-757
ADI79236.1:1-767	ADC29444.1:1-757
ADI79236.1:1-767	ADC34531.1:1-757
ADI79236.1:1-767	ADC34533.1:1-757
ADI79236.1:1-767	ADC34535.1:1-757
ADI79236.1:1-767	ADC97012.1:1-757
ADI79236.1:1-767	ADD10545.1:1-758
ADI79236.1:1-767	ADD10555.1:1-758
ADI79236.1:1-767	ADD10566.1:1-758
ADI79236.1:1-767	ADD10577.1:1-758
ADI79236.1:1-767	ADD16610.1:1-753
ADI79236.1:1-767	ADD21475.1:1-749
ADI79236.1:1-767	ADD64014.1:1-712
ADI79236.1:1-767	ADD64015.1:1-712
ADI79236.1:1-767	ADD64016.1:1-712
ADI79236.1:1-767	ADD64017.1:1-712
ADI79236.1:1-767	ADD64019.1:1-712
ADI79236.1:1-767	ADD64020.1:1-712
ADI79236.1:1-767	ADD64021.1:1-712
ADI79236.1:1-767	ADD64022.1:1-712
ADI79236.1:1-767	ADD64023.1:1-712
ADI79236.1:1-767	ADD64024.1:1-712
ADI79236.1:1-767	ADD64025.1:1-712
ADI79236.1:1-767	ADD64026.1:1-712
ADI79236.1:1-767	ADD64027.1:1-712
ADI79236.1:1-767	ADD64028.1:1-712
ADI79236.1:1-767	ADD64029.1:1-712
ADI79236.1:1-767	ADD64030.1:1-712
ADI79236.1:1-767	ADD64031.1:1-712
ADI79236.1:1-767	ADD64032.1:1-712
ADI79236.1:1-767	ADD64033.1:1-712
ADI79236.1:1-767	ADD64034.1:1-712
ADI79236.1:1-767	ADD97081.1:1-757
ADI79236.1:1-767	ADE06973.1:1-757
ADI79236.1:1-767	ADE06975.1:1-757
ADI79236.1:1-767	ADE06977.1:1-757
ADI79236.1:1-767	ADE06979.1:1-757
ADI79236.1:1-767	ADE06981.1:1-757
ADI79236.1:1-767	ADE06983.1:1-757
ADI79236.1:1-767	ADE06985.1:1-757
ADI79236.1:1-767	ADE06987.1:1-757
ADI79236.1:1-767	ADE06989.1:1-757
ADI79236.1:1-767	ADE06991.1:1-757
ADI79236.1:1-767	ADE06993.1:1-757
ADI79236.1:1-767	ADE06995.1:1-757
ADI79236.1:1-767	ADE06997.1:1-757
ADI79236.1:1-767	ADE06999.1:1-757
ADI79236.1:1-767	ADE07001.1:1-757
ADI79236.1:1-767	ADE07003.1:1-757
ADI79236.1:1-767	ADE07005.1:1-757
ADI79236.1:1-767	ADE07007.1:1-757
ADI79236.1:1-767	ADE07009.1:1-757
ADI79236.1:1-767	ADE07011.1:1-757
ADI79236.1:1-767	ADE07013.1:1-757
ADI79236.1:1-767	ADE07015.1:1-757
ADI79236.1:1-767	ADE07017.1:1-757
ADI79236.1:1-767	ADE07019.1:1-757
ADI79236.1:1-767	ADE07021.1:1-757
ADI79236.1:1-767	ADE07023.1:1-757
ADI79236.1:1-767	ADE07025.1:1-757
ADI79236.1:1-767	ADE07027.1:1-757
ADI79236.1:1-767	ADE07029.1:1-757
ADI79236.1:1-767	ADE07031.1:1-757
ADI79236.1:1-767	ADE07033.1:1-757
ADI79236.1:1-767	ADE07035.1:1-757
ADI79236.1:1-767	ADE07037.1:1-757
ADI79236.1:1-767	ADE07039.1:1-757
ADI79236.1:1-767	ADE07041.1:1-757
ADI79236.1:1-767	ADE07043.1:1-757
ADI79236.1:1-767	ADE07045.1:1-757
ADI79236.1:1-767	ADE07047.1:1-757
ADI79236.1:1-767	ADE07049.1:1-757
ADI79236.1:1-767	ADE07051.1:1-757
ADI79236.1:1-767	ADF29685.1:1-757
ADI79236.1:1-767	ADF29850.1:1-757
ADI79236.1:1-767	ADF29852.1:1-757
ADI79236.1:1-767	ADF29854.1:1-757
ADI79236.1:1-767	ADF29856.1:1-757
ADI79236.1:1-767	ADF29858.1:1-757
ADI79236.1:1-767	ADF29859.1:1-757
ADI79236.1:1-767	ADF29861.1:1-757
ADI79236.1:1-767	ADF29863.1:1-757
ADI79236.1:1-767	ADF29865.1:1-757
ADI79236.1:1-767	ADF29867.1:1-757
ADI79236.1:1-767	ADF29869.1:1-757
ADI79236.1:1-767	ADF29871.1:1-757
ADI79236.1:1-767	ADF29873.1:1-758
ADI79236.1:1-767	ADF29875.1:1-757
ADI79236.1:1-767	ADF29877.1:1-757
ADI79236.1:1-767	ADF29879.1:1-757
ADI79236.1:1-767	ADF29881.1:1-757
ADI79236.1:1-767	ADF29883.1:1-757
ADI79236.1:1-767	ADF29885.1:1-757
ADI79236.1:1-767	ADG43510.1:1-757
ADI79236.1:1-767	ADG43511.1:1-757
ADI79236.1:1-767	ADG43512.1:1-757
ADI79236.1:1-767	ADG43513.1:1-757
ADI79236.1:1-767	ADG43514.1:1-757
ADI79236.1:1-767	ADG43515.1:1-757
ADI79236.1:1-767	ADG43516.1:1-757
ADI79236.1:1-767	ADG43517.1:1-758
ADI79236.1:1-767	ADG43542.1:1-757
ADI79236.1:1-767	ADG43543.1:1-757
ADI79236.1:1-767	ADG43544.1:1-757
ADI79236.1:1-767	ADG43545.1:1-757
ADI79236.1:1-767	ADG43546.1:1-757
ADI79236.1:1-767	ADG43547.1:1-757
ADI79236.1:1-767	ADG43548.1:1-757
ADI79236.1:1-767	ADG43549.1:1-757
ADI79236.1:1-767	ADG43550.1:1-757
ADI79236.1:1-767	ADG43551.1:1-757
ADI79236.1:1-767	ADG43552.1:1-757
ADI79236.1:1-767	ADG43553.1:1-757
ADI79236.1:1-767	ADG43554.1:1-757
ADI79236.1:1-767	ADG43555.1:1-757
ADI79236.1:1-767	ADG43556.1:1-757
ADI79236.1:1-767	ADG43557.1:1-757
ADI79236.1:1-767	ADG43558.1:1-757
ADI79236.1:1-767	ADG43559.1:1-757
ADI79236.1:1-767	ADG43560.1:1-757
ADI79236.1:1-767	ADG43561.1:1-757
ADI79236.1:1-767	ADG43562.1:1-757
ADI79236.1:1-767	ADG43563.1:1-757
ADI79236.1:1-767	ADG43564.1:1-757
ADI79236.1:1-767	ADG43565.1:1-757
ADI79236.1:1-767	ADG43566.1:1-757
ADI79236.1:1-767	ADG43567.1:1-757
ADI79236.1:1-767	ADG43568.1:1-757
ADI79236.1:1-767	ADG43569.1:1-757
ADI79236.1:1-767	ADG43570.1:1-757
ADI79236.1:1-767	ADG43571.1:1-758
ADI79236.1:1-767	ADG43572.1:1-757
ADI79236.1:1-767	ADG43573.1:1-757
ADI79236.1:1-767	ADG43574.1:1-757
ADI79236.1:1-767	ADG43575.1:1-757
ADI79236.1:1-767	ADG43576.1:1-757
ADI79236.1:1-767	ADG43577.1:1-757
ADI79236.1:1-767	ADG43578.1:1-757
ADI79236.1:1-767	ADG43579.1:1-757
ADI79236.1:1-767	ADG43580.1:1-757
ADI79236.1:1-767	ADG43581.1:1-757
ADI79236.1:1-767	ADG43582.1:1-757
ADI79236.1:1-767	ADG43583.1:1-757
ADI79236.1:1-767	ADG43584.1:1-757
ADI79236.1:1-767	ADG43585.1:1-757
ADI79236.1:1-767	ADG43586.1:1-757
ADI79236.1:1-767	ADG43587.1:1-757
ADI79236.1:1-767	ADG43588.1:1-758
ADI79236.1:1-767	ADG43589.1:1-757
ADI79236.1:1-767	ADG43590.1:1-757
ADI79236.1:1-767	ADG43591.1:1-757
ADI79236.1:1-767	ADG43592.1:1-757
ADI79236.1:1-767	ADG43593.1:1-757
ADI79236.1:1-767	ADG43594.1:1-757
ADI79236.1:1-767	ADG43595.1:1-757
ADI79236.1:1-767	ADG43596.1:1-757
ADI79236.1:1-767	ADG43597.1:1-757
ADI79236.1:1-767	ADG43598.1:1-757
ADI79236.1:1-767	ADG43599.1:1-757
ADI79236.1:1-767	ADG43600.1:1-757
ADI79236.1:1-767	ADG43601.1:1-757
ADI79236.1:1-767	ADG43602.1:1-757
ADI79236.1:1-767	ADG43603.1:1-757
ADI79236.1:1-767	ADG43604.1:1-757
ADI79236.1:1-767	ADG43605.1:1-757
ADI79236.1:1-767	ADG43606.1:1-757
ADI79236.1:1-767	ADG43607.1:1-757
ADI79236.1:1-767	ADG43608.1:1-758
ADI79236.1:1-767	ADG43609.1:1-757
ADI79236.1:1-767	ADG43610.1:1-757
ADI79236.1:1-767	ADG43611.1:1-757
ADI79236.1:1-767	ADG43612.1:1-757
ADI79236.1:1-767	ADG43613.1:1-757
ADI79236.1:1-767	ADG43614.1:1-757
ADI79236.1:1-767	ADG43615.1:1-757
ADI79236.1:1-767	ADG43616.1:1-757
ADI79236.1:1-767	ADG43617.1:1-757
ADI79236.1:1-767	ADG43618.1:1-757
ADI79236.1:1-767	ADG43619.1:1-757
ADI79236.1:1-767	ADG43620.1:1-757
ADI79236.1:1-767	ADG43621.1:1-757
ADI79236.1:1-767	ADG43623.1:1-757
ADI79236.1:1-767	ADG43624.1:1-757
ADI79236.1:1-767	ADG43625.1:1-757
ADI79236.1:1-767	ADG43626.1:1-757
ADI79236.1:1-767	ADG43627.1:1-757
ADI79236.1:1-767	ADG43628.1:1-757
ADI79236.1:1-767	ADG43629.1:1-757
ADI79236.1:1-767	ADG43630.1:1-757
ADI79236.1:1-767	ADG43631.1:1-757
ADI79236.1:1-767	ADG43632.1:1-757
ADI79236.1:1-767	ADG43633.1:1-757
ADI79236.1:1-767	ADG43634.1:1-757
ADI79236.1:1-767	ADG43635.1:1-757
ADI79236.1:1-767	ADG43636.1:1-757
ADI79236.1:1-767	ADG43637.1:1-757
ADI79236.1:1-767	ADG43638.1:1-757
ADI79236.1:1-767	ADG43639.1:1-757
ADI79236.1:1-767	ADG43640.1:1-757
ADI79236.1:1-767	ADG43641.1:1-757
ADI79236.1:1-767	ADG43642.1:1-757
ADI79236.1:1-767	ADG43643.1:1-757
ADI79236.1:1-767	ADG43644.1:1-757
ADI79236.1:1-767	ADG43645.1:1-757
ADI79236.1:1-767	ADG43646.1:1-757
ADI79236.1:1-767	ADG43647.1:1-757
ADI79236.1:1-767	ADG43648.1:1-757
ADI79236.1:1-767	ADG43649.1:1-757
ADI79236.1:1-767	ADG43650.1:1-757
ADI79236.1:1-767	ADG43651.1:1-757
ADI79236.1:1-767	ADG43652.1:1-757
ADI79236.1:1-767	ADG43653.1:1-757
ADI79236.1:1-767	CCH50624.1:1-757
ADI79236.1:1-767	CCH50635.1:1-757
ADI79236.1:1-767	CCH50646.1:1-757
ADI79236.1:1-767	CCH50657.1:1-758
ADI79236.1:1-767	CCH50668.1:1-757
ADI79236.1:1-767	ACD84808.1:1-757
ADI79236.1:1-767	ACD88502.1:1-757
ADI79236.1:1-767	ACD88546.1:1-384
ADI79236.1:1-767	ACD88556.1:1-384
ADI79236.1:1-767	ACD88566.1:1-384
ADI79236.1:1-767	ACD88576.1:1-384
ADI79236.1:1-767	ACD88586.1:1-384
ADI79236.1:1-767	ACD88596.1:1-384
ADI79236.1:1-767	ACD88606.1:1-384
ADI79236.1:1-767	ACD88616.1:1-385
ADI79236.1:1-767	ACD88626.1:1-384
ADI79236.1:1-767	ACD88636.1:1-384
ADI79236.1:1-767	ACE81953.1:1-757
ADI79236.1:1-767	ACF17937.1:1-757
ADI79236.1:1-767	ACF17947.1:1-755
ADI79236.1:1-767	ACF24888.1:1-757
