Seq	UID	Host	CTDT_charge.Tr1221	CTDT_secondarystruct.Tr1221	CTDT_solventaccess.Tr1331	CTDT_hydrophobicity_CASG920101.Tr1331	CTDT_hydrophobicity_ARGP820101.Tr2332	CTDT_polarizability.Tr1331	CTDT_hydrophobicity_ARGP820101.Tr1221	CTDT_hydrophobicity_ZIMJ680101.Tr1331
ASV60704_OHT637HLF_Avian_2016.658333	OHT637HLF	Avian	0.181172291	0.255772647	0.18294849	0.175843694	0.170515098	0.13321492	0.23268206	0.268206039
ASV61224_FIT131MCS_Avian_2017.025	FIT131MCS	Avian	0.165186501	0.234458259	0.198934281	0.172291297	0.152753108	0.161634103	0.289520426	0.271758437
ASY99082_XQG867GVD_Avian_2006.725	XQG867GVD	Avian	0.143872114	0.234458259	0.188277087	0.154529307	0.170515098	0.136767318	0.239786856	0.291296625
ASY99634_GSC117IYL_Avian_2015.705556	GSC117IYL	Avian	0.147424512	0.238010657	0.190053286	0.150976909	0.174067496	0.142095915	0.243339254	0.289520426
ASY99643_UGD977RKH_Avian_2015.708333	UGD977RKH	Avian	0.143872114	0.238010657	0.190053286	0.150976909	0.172291297	0.140319716	0.245115453	0.291296625
ATE49878_SEJ526UUK_Suidae_2017.619444	SEJ526UUK	Suidae	0.163410302	0.236234458	0.223801066	0.159857904	0.147424512	0.143872114	0.252220249	0.296625222
ATP16208_QSF909YIJ_Avian_2010	QSF909YIJ	Avian	0.145648313	0.234458259	0.191829485	0.150976909	0.175843694	0.140319716	0.241563055	0.285968028
ATY72578_IWF508OXX_Avian_2016.808333	IWF508OXX	Avian	0.145648313	0.236234458	0.193605684	0.165186501	0.174067496	0.142095915	0.243339254	0.293072824
ATY72755_UMH734YXF_Avian_2017.033333	UMH734YXF	Avian	0.145648313	0.23268206	0.191829485	0.159857904	0.174067496	0.138543517	0.246891652	0.291296625
ATY72913_NMR754UDV_Avian_2017.036111	NMR754UDV	Avian	0.145648313	0.23268206	0.191829485	0.159857904	0.174067496	0.138543517	0.243339254	0.291296625
ATY72964_VYW201HTT_Avian_2016.966667	VYW201HTT	Avian	0.147424512	0.238010657	0.191829485	0.161634103	0.1669627	0.138543517	0.243339254	0.289520426
ATY74292_MWB452SNC_Avian_2015.844444	MWB452SNC	Avian	0.143872114	0.234458259	0.190053286	0.154529307	0.174067496	0.131438721	0.236234458	0.293072824
BAE94699_DSH602YOE_Avian_2004	DSH602YOE	Avian	0.143872114	0.248667851	0.195381883	0.161634103	0.170515098	0.136767318	0.239786856	0.30017762
BAH97331_AOA686GCR_Avian_2006.916667	AOA686GCR	Avian	0.147424512	0.241563055	0.190053286	0.158081705	0.168738899	0.138543517	0.241563055	0.291296625
BAI50648_OVJ967VCX_Avian_2002	OVJ967VCX	Avian	0.143872114	0.236234458	0.190053286	0.159857904	0.1669627	0.13321492	0.23268206	0.291296625
BAN63077_ICL726VIW_Avian_2011.85	ICL726VIW	Avian	0.144128114	0.238434164	0.192170819	0.15480427	0.177935943	0.140569395	0.236654804	0.290035587
BAP47020_GHS944ZPS_Avian_2014.519444	GHS944ZPS	Avian	0.165186501	0.255772647	0.18294849	0.188277087	0.165186501	0.120781528	0.234458259	0.30017762
BAQ21394_CAN067RCS_Avian_2014.830556	CAN067RCS	Avian	0.147424512	0.238010657	0.193605684	0.150976909	0.172291297	0.13321492	0.241563055	0.287744227
BAR64378_DEP705KDP_Avian_1979	DEP705KDP	Avian	0.148214286	0.235714286	0.1875	0.15	0.173214286	0.1375	0.242857143	0.285714286
BAR64389_MHZ414RMR_Avian_1980	MHZ414RMR	Avian	0.145648313	0.239786856	0.191829485	0.158081705	0.170515098	0.143872114	0.239786856	0.298401421
BBB38822_HJG292TLO_Avian_2006.816667	HJG292TLO	Avian	0.165186501	0.255772647	0.184724689	0.193605684	0.159857904	0.131438721	0.236234458	0.298401421
BBB39009_BAB623AWX_Avian_2009.666667	BAB623AWX	Avian	0.165186501	0.255772647	0.18294849	0.190053286	0.158081705	0.129662522	0.234458259	0.294849023
BBB39113_WTQ582CKO_Avian_2010.658333	WTQ582CKO	Avian	0.165186501	0.255772647	0.184724689	0.190053286	0.159857904	0.131438721	0.236234458	0.294849023
BBB39146_NYQ961NXI_Avian_2010.658333	NYQ961NXI	Avian	0.165186501	0.255772647	0.18294849	0.190053286	0.159857904	0.129662522	0.236234458	0.294849023
BBC20463_VHV290MJO_Avian_2011.672222	VHV290MJO	Avian	0.168738899	0.255772647	0.184724689	0.188277087	0.158081705	0.13321492	0.238010657	0.293072824
BBC69378_WZA756NDK_Avian_2010.655556	WZA756NDK	Avian	0.161634103	0.257548845	0.184724689	0.191829485	0.159857904	0.126110124	0.236234458	0.30017762
BBC69389_DSE027LDF_Avian_2010.661111	DSE027LDF	Avian	0.165186501	0.255772647	0.186500888	0.190053286	0.159857904	0.131438721	0.236234458	0.296625222
ABD66294_ASV632UMG_Avian_1993	ASV632UMG	Avian	0.164893617	0.228723404	0.20212766	0.20035461	0.175531915	0.145390071	0.234042553	0.285460993
ABD66296_KQU320TBT_Avian_1974	KQU320TBT	Avian	0.161347518	0.232269504	0.203900709	0.20035461	0.175531915	0.143617021	0.223404255	0.296099291
ABQ24010_SQO191SFJ_Avian_2006.002778	SQO191SFJ	Avian	0.141843972	0.232269504	0.191489362	0.15070922	0.173758865	0.134751773	0.235815603	0.283687943
ABR37330_WJQ923KJS_Avian_2005	WJQ923KJS	Avian	0.15070922	0.235815603	0.19858156	0.15248227	0.171985816	0.140070922	0.244680851	0.287234043
ABS52593_ZBF837DJM_Avian_2006	ZBF837DJM	Avian	0.175531915	0.246453901	0.203900709	0.187943262	0.179078014	0.141843972	0.234042553	0.285460993
ABS53353_BYB527XCU_Suidae_2005.933333	BYB527XCU	Suidae	0.166666667	0.216312057	0.205673759	0.164893617	0.15248227	0.147163121	0.253546099	0.304964539
ABW97460_UHK285KFA_Avian_2004	UHK285KFA	Avian	0.173758865	0.237588652	0.20035461	0.156028369	0.166666667	0.145390071	0.253546099	0.290780142
ACA47450_TBV014JLW_Avian_2001	TBV014JLW	Avian	0.15248227	0.239361702	0.187943262	0.156028369	0.173758865	0.136524823	0.242907801	0.287234043
ACH95671_ZVA445GAI_Suidae_2005.955556	ZVA445GAI	Suidae	0.179078014	0.260638298	0.221631206	0.19858156	0.159574468	0.154255319	0.25	0.281914894
ACU15632_UQI982YZN_Avian_2006.391667	UQI982YZN	Avian	0.159574468	0.221631206	0.203900709	0.189716312	0.186170213	0.14893617	0.230496454	0.29787234
ADF29825_CRS254BAG_Avian_2006.730556	CRS254BAG	Avian	0.161634103	0.248667851	0.204262877	0.195381883	0.190053286	0.134991119	0.220248668	0.298401421
ADM35894_XAB290HET_Suidae_2001	XAB290HET	Suidae	0.168439716	0.24822695	0.20035461	0.203900709	0.173758865	0.140070922	0.235815603	0.287234043
ADP07005_AZQ417DVT_Avian_2007.072222	AZQ417DVT	Avian	0.166666667	0.235815603	0.186170213	0.173758865	0.180851064	0.145390071	0.225177305	0.292553191
ADQ26640_FFU399DRV_Avian_2005	FFU399DRV	Avian	0.166666667	0.221631206	0.209219858	0.189716312	0.196808511	0.15070922	0.216312057	0.296099291
ADZ04777_THS001UYB_Suidae_1994.316667	THS001UYB	Suidae	0.161347518	0.234042553	0.216312057	0.159574468	0.166666667	0.138297872	0.24822695	0.278368794
AEA29580_VND017LFH_Suidae_2009.552778	VND017LFH	Suidae	0.154255319	0.223404255	0.219858156	0.161347518	0.156028369	0.15070922	0.267730496	0.29964539
AEM60113_KOI765MSE_Equidae_1979	KOI765MSE	Equidae	0.179396092	0.255772647	0.218472469	0.202486679	0.163410302	0.158081705	0.243339254	0.285968028
AEM60147_ATB639FJH_Equidae_1971	ATB639FJH	Equidae	0.180851064	0.257092199	0.218085106	0.20212766	0.175531915	0.157801418	0.244680851	0.283687943
AEO91812_KBT498NBA_Suidae_2008.325	KBT498NBA	Suidae	0.147163121	0.232269504	0.221631206	0.161347518	0.140070922	0.147163121	0.262411348	0.30141844
AEP17073_HOL518KNK_Suidae_2011.244444	HOL518KNK	Suidae	0.141843972	0.225177305	0.221631206	0.168439716	0.127659574	0.143617021	0.257092199	0.304964539
AEZ54197_PYC760NWJ_Suidae_2011.775	PYC760NWJ	Suidae	0.15248227	0.235815603	0.225177305	0.164893617	0.136524823	0.145390071	0.262411348	0.303191489
AFH41205_UPK470CYA_Avian_2009.688889	UPK470CYA	Avian	0.143617021	0.235815603	0.191489362	0.14893617	0.171985816	0.132978723	0.241134752	0.290780142
AFI62129_LKD020BAL_Suidae_2010.919444	LKD020BAL	Suidae	0.147163121	0.235815603	0.221631206	0.164893617	0.143617021	0.147163121	0.265957447	0.303191489
AFJ12381_QIR346PEX_Avian_1984	QIR346PEX	Avian	0.156084656	0.23015873	0.19047619	0.198412698	0.153439153	0.14021164	0.23015873	0.288359788
AFJ77550_NBU159FBG_Hominidae_1999.7	NBU159FBG	Hominidae	0.182624113	0.25	0.209219858	0.20035461	0.182624113	0.15248227	0.25177305	0.292553191
AFJ77572_CJU221WUV_Hominidae_1999.772222	CJU221WUV	Hominidae	0.179078014	0.25	0.212765957	0.20035461	0.180851064	0.15070922	0.25	0.292553191
AFM08880_VWU976VVW_Avian_2011.416667	VWU976VVW	Avian	0.143617021	0.232269504	0.19858156	0.156028369	0.173758865	0.134751773	0.232269504	0.294326241
AFM08891_EIR176EVK_Avian_2011.172222	EIR176EVK	Avian	0.141843972	0.228723404	0.195035461	0.15248227	0.173758865	0.132978723	0.232269504	0.29964539
AFM46658_XRT416YCU_Suidae_2011.602778	XRT416YCU	Suidae	0.147686833	0.229537367	0.225978648	0.169039146	0.142348754	0.147686833	0.25088968	0.304270463
AFM46659_SIX388KKL_Suidae_2011.608333	SIX388KKL	Suidae	0.157801418	0.235815603	0.223404255	0.164893617	0.15248227	0.147163121	0.253546099	0.30141844
AFQ60264_NJC967LMI_Avian_2007	NJC967LMI	Avian	0.164893617	0.258865248	0.182624113	0.189716312	0.159574468	0.131205674	0.235815603	0.296099291
AFQ60275_NKW156TGT_Avian_2007.083333	NKW156TGT	Avian	0.161347518	0.262411348	0.187943262	0.20212766	0.157801418	0.125886525	0.241134752	0.29964539
AFQ60297_LOV909CPQ_Avian_2008.75	LOV909CPQ	Avian	0.164893617	0.257092199	0.180851064	0.184397163	0.156028369	0.127659574	0.239361702	0.290780142
AFU83164_GOC045TTB_Suidae_2012.691667	GOC045TTB	Suidae	0.14893617	0.226950355	0.228723404	0.163120567	0.136524823	0.15248227	0.258865248	0.30141844
AFU92378_KNR193EUY_Suidae_2012.691667	KNR193EUY	Suidae	0.147163121	0.235815603	0.228723404	0.164893617	0.143617021	0.143617021	0.258865248	0.304964539
AFV53260_BLF171JPU_Hominidae_1957	BLF171JPU	Hominidae	0.163120567	0.216312057	0.214539007	0.15248227	0.156028369	0.147163121	0.25	0.303191489
AFW16001_ORI829FHM_Suidae_2012.702778	ORI829FHM	Suidae	0.14893617	0.218085106	0.221631206	0.163120567	0.147163121	0.143617021	0.262411348	0.29787234
AFX83961_NXL890WIL_Avian_1988.372222	NXL890WIL	Avian	0.163120567	0.228723404	0.203900709	0.196808511	0.168439716	0.15070922	0.237588652	0.287234043
AFX85524_VNX916DRS_Avian_1998.383333	VNX916DRS	Avian	0.170212766	0.246453901	0.209219858	0.191489362	0.182624113	0.131205674	0.226950355	0.30141844
AFX85953_RQL983KIC_Avian_2005.383333	RQL983KIC	Avian	0.157801418	0.223404255	0.212765957	0.19858156	0.173758865	0.143617021	0.228723404	0.308510638
AGF68987_KMU135ZZS_Suidae_2013.036111	KMU135ZZS	Suidae	0.15248227	0.226950355	0.216312057	0.161347518	0.145390071	0.147163121	0.260638298	0.30141844
AGG26936_DTR999OWJ_Avian_1986.363889	DTR999OWJ	Avian	0.166666667	0.246453901	0.205673759	0.193262411	0.191489362	0.131205674	0.218085106	0.29787234
AGI63923_TQZ878XUO_Suidae_2013.15	TQZ878XUO	Suidae	0.15070922	0.234042553	0.225177305	0.163120567	0.136524823	0.14893617	0.262411348	0.30141844
AGL51640_SHT569LOZ_Suidae_2012.991667	SHT569LOZ	Suidae	0.15248227	0.232269504	0.221631206	0.163120567	0.138297872	0.140070922	0.260638298	0.303191489
AGL57559_LAD950RLG_Avian_2000.397222	LAD950RLG	Avian	0.159574468	0.214539007	0.214539007	0.20212766	0.170212766	0.147163121	0.225177305	0.306737589
AGO00337_UGG650KXR_Hominidae_2013.452778	UGG650KXR	Hominidae	0.156028369	0.203900709	0.191489362	0.15070922	0.15248227	0.134751773	0.257092199	0.294326241
AGW25782_UVQ746TWU_Suidae_2011.566667	UVQ746TWU	Suidae	0.140070922	0.216312057	0.223404255	0.168439716	0.134751773	0.14893617	0.257092199	0.304964539
AHA98414_PRS633ALI_Avian_2008.9	PRS633ALI	Avian	0.159574468	0.221631206	0.210992908	0.20035461	0.168439716	0.138297872	0.226950355	0.29787234
AHB22390_QQN810CXH_Suidae_2009.052778	QQN810CXH	Suidae	0.161347518	0.219858156	0.219858156	0.156028369	0.156028369	0.157801418	0.267730496	0.296099291
AHB23095_BDC123CIR_Suidae_2009.555556	BDC123CIR	Suidae	0.15070922	0.223404255	0.225177305	0.159574468	0.145390071	0.15248227	0.267730496	0.303191489
AHB24418_HVD814VGG_Suidae_2010.858333	HVD814VGG	Suidae	0.154255319	0.237588652	0.221631206	0.157801418	0.138297872	0.145390071	0.257092199	0.303191489
AHB51922_HLX772DQN_Suidae_2003.502778	HLX772DQN	Suidae	0.179078014	0.25	0.216312057	0.191489362	0.180851064	0.14893617	0.257092199	0.285460993
AHC69358_NBI347SRV_Suidae_2013.833333	NBI347SRV	Suidae	0.156028369	0.228723404	0.219858156	0.161347518	0.138297872	0.15070922	0.253546099	0.294326241
AHG26585_YHZ094NJX_Avian_2012.583333	YHZ094NJX	Avian	0.164893617	0.255319149	0.184397163	0.187943262	0.15248227	0.134751773	0.257092199	0.289007092
AHN19641_PNS126KGA_Suidae_2012.916667	PNS126KGA	Suidae	0.14893617	0.228723404	0.221631206	0.161347518	0.138297872	0.147163121	0.257092199	0.29787234
AHN19651_JAT919OQW_Suidae_2012.833333	JAT919OQW	Suidae	0.143617021	0.230496454	0.232269504	0.164893617	0.136524823	0.143617021	0.262411348	0.310283688
AHW46814_DSY534BRX_Suidae_2013	DSY534BRX	Suidae	0.14893617	0.234042553	0.225177305	0.157801418	0.140070922	0.140070922	0.265957447	0.304964539
AIT38344_WEU506EKT_Suidae_2011.513889	WEU506EKT	Suidae	0.15070922	0.225177305	0.223404255	0.171985816	0.14893617	0.154255319	0.264184397	0.304964539
AJM71178_DRB369QGB_Suidae_2015.019444	DRB369QGB	Suidae	0.156028369	0.228723404	0.223404255	0.166666667	0.141843972	0.15070922	0.257092199	0.304964539
AKM14318_XAU712GZQ_Suidae_2011.513889	XAU712GZQ	Suidae	0.157801418	0.223404255	0.223404255	0.163120567	0.136524823	0.14893617	0.265957447	0.29964539
AKQ43522_BTB530ETR_Suidae_2014.841667	BTB530ETR	Suidae	0.156028369	0.221631206	0.203900709	0.159574468	0.164893617	0.14893617	0.258865248	0.294326241
AKU37625_DJT358HRR_Suidae_2015.458333	DJT358HRR	Suidae	0.156028369	0.228723404	0.223404255	0.161347518	0.143617021	0.15248227	0.255319149	0.304964539
AMA65397_XPH499MQA_Suidae_2015.883333	XPH499MQA	Suidae	0.157801418	0.242907801	0.214539007	0.159574468	0.170212766	0.136524823	0.246453901	0.285460993
AMB72593_ZKA679OFT_Suidae_2015.952778	ZKA679OFT	Suidae	0.156305506	0.230905861	0.220248668	0.163410302	0.145648313	0.152753108	0.257548845	0.301953819
AMP44915_PNT996AUL_Suidae_2016.083333	PNT996AUL	Suidae	0.157801418	0.242907801	0.212765957	0.159574468	0.170212766	0.136524823	0.246453901	0.285460993
AMY15734_DSN759SRX_Suidae_2011.213889	DSN759SRX	Suidae	0.15248227	0.223404255	0.216312057	0.168439716	0.15070922	0.143617021	0.25177305	0.304964539
AMY15793_XOU387HRT_Suidae_2011.213889	XOU387HRT	Suidae	0.154255319	0.223404255	0.216312057	0.168439716	0.15070922	0.143617021	0.25177305	0.303191489
AMY16197_UMJ896AEL_Suidae_2012.2	UMJ896AEL	Suidae	0.15070922	0.225177305	0.216312057	0.168439716	0.147163121	0.141843972	0.25177305	0.303191489
AMY16231_XEZ135VVW_Suidae_2013.747222	XEZ135VVW	Suidae	0.14893617	0.230496454	0.226950355	0.170212766	0.15248227	0.15070922	0.257092199	0.29964539
AMY16281_KTM577DPD_Suidae_2011.213889	KTM577DPD	Suidae	0.15248227	0.228723404	0.223404255	0.170212766	0.145390071	0.145390071	0.260638298	0.304964539
AMY16336_MRZ845UVA_Suidae_2011.213889	MRZ845UVA	Suidae	0.15070922	0.221631206	0.216312057	0.168439716	0.14893617	0.141843972	0.25	0.304964539
ANK78208_CGS393RAA_Suidae_2016.355556	CGS393RAA	Suidae	0.157801418	0.230496454	0.221631206	0.166666667	0.143617021	0.156028369	0.25177305	0.312056738
ANO46219_JQX325WJF_Suidae_2016.402778	JQX325WJF	Suidae	0.159574468	0.230496454	0.223404255	0.163120567	0.145390071	0.154255319	0.260638298	0.30141844
AOD75061_YBN440QRI_Hominidae_2007.113889	YBN440QRI	Hominidae	0.182624113	0.25	0.20035461	0.210992908	0.187943262	0.14893617	0.235815603	0.30141844
AOE23168_VPX672CUR_Suidae_2016.441667	VPX672CUR	Suidae	0.157801418	0.228723404	0.216312057	0.159574468	0.140070922	0.140070922	0.25177305	0.303191489
AOW32217_PWB180ENS_Suidae_2016.644444	PWB180ENS	Suidae	0.154255319	0.218085106	0.221631206	0.168439716	0.15070922	0.140070922	0.24822695	0.30141844
APF29921_CDR153DDU_Suidae_2016.819444	CDR153DDU	Suidae	0.157801418	0.246453901	0.218085106	0.163120567	0.170212766	0.138297872	0.242907801	0.287234043
APG56778_RNT555EJU_Suidae_2016.761111	RNT555EJU	Suidae	0.15248227	0.226950355	0.221631206	0.161347518	0.145390071	0.14893617	0.260638298	0.29964539
APG56833_KUD836FCR_Suidae_2016.797222	KUD836FCR	Suidae	0.147163121	0.221631206	0.223404255	0.156028369	0.132978723	0.134751773	0.25177305	0.29964539
APO39351_EKF705BXA_Suidae_2016.855556	EKF705BXA	Suidae	0.161347518	0.230496454	0.223404255	0.163120567	0.143617021	0.159574468	0.258865248	0.304964539
APP92079_CTK714DAF_Suidae_2016.833333	CTK714DAF	Suidae	0.152753108	0.220248668	0.227353464	0.159857904	0.142095915	0.152753108	0.257548845	0.303730018
AQA28004_INT246MAK_Suidae_2016.947222	INT246MAK	Suidae	0.14893617	0.221631206	0.225177305	0.159574468	0.147163121	0.138297872	0.24822695	0.296099291
AQN75821_HVP978TOH_Suidae_2016.966667	HVP978TOH	Suidae	0.154529307	0.241563055	0.218472469	0.1669627	0.168738899	0.136767318	0.241563055	0.291296625
AQS26760_SYM748APM_Suidae_2017.011111	SYM748APM	Suidae	0.156028369	0.232269504	0.228723404	0.161347518	0.136524823	0.159574468	0.258865248	0.304964539
AQS26778_VHC336BQG_Suidae_2017.022222	VHC336BQG	Suidae	0.158081705	0.243339254	0.218472469	0.163410302	0.170515098	0.136767318	0.239786856	0.287744227
AQT30294_AMC786GUW_Suidae_2016.438889	AMC786GUW	Suidae	0.159574468	0.228723404	0.225177305	0.166666667	0.143617021	0.156028369	0.255319149	0.308510638
AQY18183_XXF760JTT_Avian_2015.791667	XXF760JTT	Avian	0.168439716	0.24822695	0.216312057	0.196808511	0.173758865	0.156028369	0.242907801	0.285460993
ARV89287_WDM937SLQ_Suidae_2014.608333	WDM937SLQ	Suidae	0.14893617	0.225177305	0.212765957	0.164893617	0.154255319	0.143617021	0.24822695	0.304964539
ARX97429_THZ701ZXA_Suidae_2017.219444	THZ701ZXA	Suidae	0.15070922	0.210992908	0.225177305	0.161347518	0.140070922	0.141843972	0.244680851	0.304964539
ASB30836_BHI882BVL_Canidae_2011	BHI882BVL	Canidae	0.180851064	0.269503546	0.223404255	0.20035461	0.163120567	0.175531915	0.260638298	0.283687943
ASB31513_DQS297WFK_Suidae_2017.352778	DQS297WFK	Suidae	0.154255319	0.228723404	0.228723404	0.163120567	0.141843972	0.154255319	0.260638298	0.303191489
ASB32557_FTW304WZA_Suidae_2011.891667	FTW304WZA	Suidae	0.14893617	0.237588652	0.228723404	0.163120567	0.138297872	0.147163121	0.260638298	0.306737589
ASB33546_VHJ407TSM_Suidae_2012.222222	VHJ407TSM	Suidae	0.143617021	0.230496454	0.221631206	0.161347518	0.136524823	0.138297872	0.255319149	0.304964539
ASB34019_QYY015FCQ_Suidae_2014.666667	QYY015FCQ	Suidae	0.166666667	0.228723404	0.207446809	0.182624113	0.154255319	0.147163121	0.25177305	0.304964539
ASF58156_QTC591RQL_Suidae_2017.397222	QTC591RQL	Suidae	0.156028369	0.234042553	0.226950355	0.161347518	0.136524823	0.15248227	0.262411348	0.30141844
ASJ81772_OKE748VKE_Avian_2016.397222	OKE748VKE	Avian	0.163120567	0.223404255	0.209219858	0.196808511	0.175531915	0.145390071	0.234042553	0.296099291
ASO97465_MMQ703OBR_Suidae_2017.466667	MMQ703OBR	Suidae	0.157801418	0.241134752	0.218085106	0.164893617	0.170212766	0.138297872	0.242907801	0.289007092
ASO97481_OIZ450LVO_Suidae_2017.452778	OIZ450LVO	Suidae	0.156028369	0.218085106	0.221631206	0.154255319	0.15248227	0.143617021	0.253546099	0.29787234
ASO97753_UQJ502GET_Avian_2016.991667	UQJ502GET	Avian	0.163120567	0.230496454	0.210992908	0.179078014	0.196808511	0.15248227	0.219858156	0.29787234
ASU49339_TLA971TQL_Avian_2016.369444	TLA971TQL	Avian	0.164893617	0.226950355	0.209219858	0.196808511	0.177304965	0.141843972	0.235815603	0.292553191
ASU55034_ZQJ295KTA_Avian_2011.472222	ZQJ295KTA	Avian	0.168439716	0.258865248	0.193262411	0.196808511	0.179078014	0.127659574	0.234042553	0.285460993
ASU55055_LKC975VOY_Avian_2011.472222	LKC975VOY	Avian	0.164893617	0.221631206	0.205673759	0.187943262	0.189716312	0.154255319	0.219858156	0.30141844
ASV62280_QHC608ANE_Suidae_2017.519444	QHC608ANE	Suidae	0.163120567	0.230496454	0.225177305	0.163120567	0.143617021	0.159574468	0.262411348	0.29787234
ASV62300_OYG459NZN_Suidae_2017.530556	OYG459NZN	Suidae	0.154255319	0.232269504	0.221631206	0.161347518	0.143617021	0.140070922	0.262411348	0.29964539
ASY98959_JHS614WMA_Avian_2007.877778	JHS614WMA	Avian	0.166666667	0.218085106	0.209219858	0.19858156	0.179078014	0.14893617	0.230496454	0.30141844
ASY99146_BAS565QYH_Avian_2015.902778	BAS565QYH	Avian	0.177304965	0.242907801	0.20212766	0.177304965	0.184397163	0.138297872	0.235815603	0.287234043
ASY99774_WIY384BSD_Suidae_2017.566667	WIY384BSD	Suidae	0.15248227	0.226950355	0.228723404	0.164893617	0.141843972	0.15248227	0.253546099	0.308510638
ATB53861_KPK814BFE_Suidae_2016.127778	KPK814BFE	Suidae	0.161347518	0.225177305	0.214539007	0.166666667	0.161347518	0.15070922	0.244680851	0.290780142
ATI21609_WLO289PHL_Suidae_2017.116667	WLO289PHL	Suidae	0.156028369	0.228723404	0.223404255	0.163120567	0.145390071	0.15070922	0.253546099	0.304964539
ATP16910_VMW637EUB_Avian_2014.980556	VMW637EUB	Avian	0.168439716	0.237588652	0.205673759	0.20212766	0.168439716	0.143617021	0.241134752	0.281914894
BAG49742_OES584ICI_Suidae_1979	OES584ICI	Suidae	0.159574468	0.237588652	0.214539007	0.164893617	0.171985816	0.140070922	0.241134752	0.285460993
ABD35554_IBE158IUK_Avian_2004	IBE158IUK	Avian	0.175221239	0.237168142	0.203539823	0.161061947	0.169911504	0.153982301	0.263716814	0.286725664
ABD62833_PSH277JBI_Suidae_2001	PSH277JBI	Suidae	0.171681416	0.237168142	0.215929204	0.198230088	0.159292035	0.153982301	0.242477876	0.297345133
ABG34254_LOY570LCK_Suidae_2005	LOY570LCK	Suidae	0.166371681	0.233628319	0.221238938	0.16460177	0.168141593	0.146902655	0.247787611	0.281415929
ABI84601_VJV276HWD_Avian_1980.65	VJV276HWD	Avian	0.159292035	0.221238938	0.208849558	0.2	0.185840708	0.143362832	0.215929204	0.300884956
ABI84827_DWL732FLK_Avian_1998	DWL732FLK	Avian	0.173758865	0.226950355	0.187943262	0.15070922	0.161347518	0.15070922	0.258865248	0.289007092
ABI85117_QMJ423UDB_Avian_1983	QMJ423UDB	Avian	0.152212389	0.233628319	0.194690265	0.166371681	0.169911504	0.134513274	0.242477876	0.302654867
ABK80003_DIV126DAP_Avian_1997	DIV126DAP	Avian	0.14159292	0.231858407	0.191150442	0.152212389	0.169911504	0.136283186	0.238938053	0.283185841
ABQ42444_RJZ608QRG_Suidae_2006	RJZ608QRG	Suidae	0.166371681	0.23539823	0.217699115	0.161061947	0.168141593	0.150442478	0.247787611	0.277876106
ABR28537_YOM545CCF_Suidae_1977	YOM545CCF	Suidae	0.16460177	0.233628319	0.214159292	0.166371681	0.173451327	0.138053097	0.242477876	0.284955752
ABR28636_JRX860JVY_Suidae_1979	JRX860JVY	Suidae	0.162831858	0.228318584	0.217699115	0.166371681	0.168141593	0.139823009	0.244247788	0.279646018
ABR28658_BRF315ANF_Suidae_1981	BRF315ANF	Suidae	0.162831858	0.230088496	0.215929204	0.166371681	0.16460177	0.143362832	0.244247788	0.283185841
ABR28669_KCH101UOU_Suidae_1981	KCH101UOU	Suidae	0.162831858	0.226548673	0.217699115	0.16460177	0.16460177	0.139823009	0.244247788	0.279646018
ABR28702_UJN825KSU_Suidae_1971	UJN825KSU	Suidae	0.166371681	0.237168142	0.210619469	0.168141593	0.168141593	0.138053097	0.244247788	0.286725664
ABR28735_ZOG418WLS_Suidae_1980	ZOG418WLS	Suidae	0.162831858	0.233628319	0.217699115	0.166371681	0.175221239	0.138053097	0.247787611	0.279646018
ABR29565_GSD684LJY_Suidae_1991	GSD684LJY	Suidae	0.161061947	0.23539823	0.215929204	0.162831858	0.166371681	0.139823009	0.246017699	0.279646018
ABS49932_SOZ685SOF_Suidae_1981	SOZ685SOF	Suidae	0.162831858	0.230088496	0.215929204	0.166371681	0.16460177	0.139823009	0.244247788	0.283185841
ABS50111_DPV083ZQP_Suidae_1987	DPV083ZQP	Suidae	0.157522124	0.23539823	0.215929204	0.16460177	0.169911504	0.138053097	0.246017699	0.288495575
ABS50121_STH302JHX_Suidae_1988	STH302JHX	Suidae	0.159292035	0.23539823	0.215929204	0.159292035	0.166371681	0.138053097	0.249557522	0.274336283
ABU80276_NRM944RLW_Suidae_1980	NRM944RLW	Suidae	0.162831858	0.231858407	0.215929204	0.16460177	0.173451327	0.139823009	0.249557522	0.277876106
ABU80410_DMN190RJE_Suidae_1977	DMN190RJE	Suidae	0.162831858	0.231858407	0.215929204	0.168141593	0.171681416	0.136283186	0.244247788	0.283185841
ABU80420_CUB683MWD_Suidae_1987	CUB683MWD	Suidae	0.161061947	0.23539823	0.215929204	0.162831858	0.169911504	0.139823009	0.249557522	0.283185841
ABV82573_KLR018KIC_Suidae_1957	KLR018KIC	Suidae	0.166371681	0.23539823	0.207079646	0.159292035	0.169911504	0.139823009	0.242477876	0.284955752
ABW36333_SGR764LHY_Suidae_1981	SGR764LHY	Suidae	0.159292035	0.230088496	0.215929204	0.169911504	0.16460177	0.14159292	0.240707965	0.286725664
ABW36344_YSA952FPF_Suidae_1981	YSA952FPF	Suidae	0.16460177	0.230088496	0.215929204	0.166371681	0.166371681	0.139823009	0.246017699	0.281415929
ABW36366_NPG226PPD_Suidae_1976	NPG226PPD	Suidae	0.166371681	0.238938053	0.212389381	0.171681416	0.169911504	0.145132743	0.242477876	0.286725664
