ATY73852.1:1-758	ATY73852.1:1-758
ACI40921.1:1-765	ABD35807.1:1-759
ACI40921.1:1-765	ABD35808.1:1-759
ACI40921.1:1-765	ABD35809.1:1-759
ACI40921.1:1-765	ABD61022.1:1-153
ACI40921.1:1-765	ABD65980.2:1-759
ACI40921.1:1-765	ABF56620.1:1-759
ACI40921.1:1-765	ABF56629.2:1-759
ACI40921.1:1-765	ABF56638.1:1-759
ACI40921.1:1-765	ABF69265.1:1-759
ACI40921.1:1-765	ABG88888.1:1-759
ACI40921.1:1-765	ABI96728.1:1-759
ACI40921.1:1-765	ABI96740.1:1-759
ACI40921.1:1-765	ABI96766.1:1-759
ACI40921.1:1-765	ABI98909.1:1-759
ACI40921.1:1-765	ABI98913.1:1-759
ACI40921.1:1-765	ABI98926.1:1-759
ACI40921.1:1-765	ABI98934.1:1-759
ACI40921.1:1-765	ABI98937.1:1-759
ACI40921.1:1-765	ABJ09473.1:1-759
ACI40921.1:1-765	ABJ09483.1:1-759
ACI40921.1:1-765	ABJ09487.1:1-759
ACI40921.1:1-765	ABJ09505.1:1-759
ACI40921.1:1-765	ABJ09510.1:1-759
ACI40921.1:1-765	ABJ09525.1:1-759
ACI40921.1:1-765	ABJ09535.1:1-759
ACI40921.1:1-765	ABJ09544.1:1-759
ACI40921.1:1-765	ABJ53157.2:1-759
ACI40921.1:1-765	ABJ53166.2:1-759
ACI40921.1:1-765	ABJ53176.2:1-759
ACI40921.1:1-765	ABJ90222.1:1-759
ACI40921.1:1-765	ABJ90266.2:1-759
ACI40921.1:1-765	ABJ98941.1:1-759
ACI40921.1:1-765	ABK32093.1:1-759
ACI40921.1:1-765	ABK34762.1:1-759
ACI40921.1:1-765	ABM21931.1:1-755
ACI40921.1:1-765	ABM21932.1:1-631
ACI40921.1:1-765	ABM21933.1:1-759
ACI40921.1:1-765	ABM21934.1:1-759
ACI40921.1:1-765	ABM21935.1:1-755
ACI40921.1:1-765	ABM21936.1:1-759
ACI40921.1:1-765	ABM21937.1:1-755
ACI40921.1:1-765	ABO76701.1:1-759
ACI40921.1:1-765	ABO76702.1:1-759
ACI40921.1:1-765	ABO76703.1:1-759
ACI40921.1:1-765	ABO76704.1:1-759
ACI40921.1:1-765	ABO76705.1:1-759
ACI40921.1:1-765	ABO76706.1:1-759
ACI40921.1:1-765	ABO76707.1:1-759
ACI40921.1:1-765	ABQ23871.1:1-759
ACI40921.1:1-765	ABQ24007.2:1-759
ACI40921.1:1-765	ABQ24015.2:1-759
ACI40921.1:1-765	ABQ41885.1:1-759
ACI40921.1:1-765	ABQ45370.1:1-759
ACI40921.1:1-765	ABQ45859.1:1-759
ACI40921.1:1-765	ABQ45869.1:1-759
ACI40921.1:1-765	ABQ58901.1:1-752
ACI40921.1:1-765	ABQ81814.1:1-759
ACI40921.1:1-765	ABQ81824.1:1-759
ACI40921.1:1-765	ABR31769.1:1-759
ACI40921.1:1-765	ABR31780.1:1-759
ACI40921.1:1-765	ABR53801.1:1-758
ACI40921.1:1-765	ABR53802.1:1-758
ACI40921.1:1-765	ABR53803.1:1-758
ACI40921.1:1-765	ABR53804.1:1-758
ACI40921.1:1-765	ABR53805.1:1-758
ACI40921.1:1-765	ABR53806.1:1-758
ACI40921.1:1-765	ABR53807.1:1-758
ACI40921.1:1-765	ABR53808.1:1-758
ACI40921.1:1-765	ABR53809.1:1-758
ACI40921.1:1-765	ABS52591.1:1-759
ACI40921.1:1-765	ABS52601.1:1-759
ACI40921.1:1-765	ABU53955.1:1-759
ACI40921.1:1-765	ABV24027.1:1-752
ACI40921.1:1-765	ABV56237.1:1-759
ACI40921.1:1-765	ABW89586.1:1-749
ACI40921.1:1-765	ABW94111.1:1-759
ACI40921.1:1-765	ABW97445.1:1-759
ACI40921.1:1-765	ABW97456.1:1-759
ACI40921.1:1-765	ABW97467.1:1-759
ACI40921.1:1-765	ABW97478.1:1-759
ACI40921.1:1-765	ABW97488.1:1-759
ACI40921.1:1-765	ABX80051.1:1-759
ACI40921.1:1-765	ABX83935.1:1-759
ACI40921.1:1-765	ABX83954.1:1-759
ACI40921.1:1-765	ABY26158.1:1-745
ACI40921.1:1-765	ABY26160.1:1-633
ACI40921.1:1-765	ABY26161.1:1-759
ACI40921.1:1-765	ABY26162.1:1-749
ACI40921.1:1-765	ABY26163.1:1-753
ACI40921.1:1-765	ABY26166.1:1-749
ACI40921.1:1-765	ABY50570.1:1-759
ACI40921.1:1-765	ABY67928.1:1-759
ACI40921.1:1-765	ABY81854.1:1-267
ACI40921.1:1-765	ABY81855.1:1-239
ACI40921.1:1-765	ABY81856.1:1-487
ACI40921.1:1-765	ABY81857.1:1-487
ACI40921.1:1-765	ABY81858.1:1-467
ACI40921.1:1-765	ABY81859.1:1-485
ACI40921.1:1-765	ABY81860.1:1-486
ACI40921.1:1-765	ABY81861.1:1-484
ACI40921.1:1-765	ABY81862.1:1-268
ACI40921.1:1-765	ABY81863.1:1-267
ACI40921.1:1-765	ABY81865.1:1-398
ACI40921.1:1-765	ABY81866.1:1-386
ACI40921.1:1-765	ABY81867.1:1-398
ACI40921.1:1-765	ABY81868.1:1-484
ACI40921.1:1-765	ABY81870.1:1-398
ACI40921.1:1-765	ABY81871.1:1-398
ACI40921.1:1-765	ABY81872.1:1-484
ACI40921.1:1-765	ABY81873.1:1-484
ACI40921.1:1-765	ABY81874.1:1-398
ACI40921.1:1-765	ABY81875.1:1-397
ACI40921.1:1-765	ABY81876.1:1-398
ACI40921.1:1-765	ABY81877.1:1-398
ACI40921.1:1-765	ABY81878.1:1-398
ACI40921.1:1-765	ABY81879.1:1-398
ACI40921.1:1-765	ABY81880.1:1-398
ACI40921.1:1-765	ABY81881.1:1-398
ACI40921.1:1-765	ABY81882.1:1-398
ACI40921.1:1-765	ABY81883.1:1-398
ACI40921.1:1-765	ABY81884.1:1-398
ACI40921.1:1-765	ABZ91682.1:1-759
ACI40921.1:1-765	ABZ91694.1:1-759
ACI40921.1:1-765	ACA21682.1:1-759
ACI40921.1:1-765	ACA25306.1:1-759
ACI40921.1:1-765	ACA25316.1:1-759
ACI40921.1:1-765	ACA25326.1:1-759
ACI40921.1:1-765	ACA28742.1:1-747
ACI40921.1:1-765	ACA28744.1:1-747
ACI40921.1:1-765	ACA28745.1:1-747
ACI40921.1:1-765	ACA28746.1:1-747
ACI40921.1:1-765	ACA28747.1:1-747
ACI40921.1:1-765	ACA28748.1:1-747
ACI40921.1:1-765	ACD37780.1:1-759
ACI40921.1:1-765	ACD37786.1:1-759
ACI40921.1:1-765	ACD88504.1:1-759
ACI40921.1:1-765	ACD88515.1:1-759
ACI40921.1:1-765	ACD88647.1:1-759
ACI40921.1:1-765	ACD88658.1:1-759
ACI40921.1:1-765	ACD88669.1:1-759
ACI40921.1:1-765	ACD88680.1:1-759
ACI40921.1:1-765	ACD88691.1:1-759
ACI40921.1:1-765	ACE73117.1:1-747
ACI40921.1:1-765	ACE73123.1:1-747
ACI40921.1:1-765	ACE73127.1:1-747
ACI40921.1:1-765	ACE73128.1:1-747
ACI40921.1:1-765	ACE73129.1:1-747
ACI40921.1:1-765	ACE73133.1:1-747
ACI40921.1:1-765	ACE73135.1:1-747
ACI40921.1:1-765	ACE73136.1:1-747
ACI40921.1:1-765	ACE73138.1:1-747
ACI40921.1:1-765	ACE73591.1:1-759
ACI40921.1:1-765	ACF16397.1:1-759
ACI40921.1:1-765	ACF25722.1:1-759
ACI40921.1:1-765	ACF25744.1:1-759
ACI40921.1:1-765	ACF25755.1:1-759
ACI40921.1:1-765	AMX72940.1:1-759
ACI40921.1:1-765	AMX72952.1:1-759
ACI40921.1:1-765	AMX72964.1:1-759
ACI40921.1:1-765	AMX72976.1:1-759
ACI40921.1:1-765	AMX72988.1:1-759
ACI40921.1:1-765	AMX73029.1:1-759
ACI40921.1:1-765	AMX73071.1:1-759
ACI40921.1:1-765	AMX73083.1:1-759
ACI40921.1:1-765	AMX73095.1:1-759
ACI40921.1:1-765	AMX73107.1:1-759
ACI40921.1:1-765	AMX73119.1:1-759
ACI40921.1:1-765	AMX73131.1:1-759
ACI40921.1:1-765	AMX73143.1:1-759
ACI40921.1:1-765	AMX73155.1:1-759
ACI40921.1:1-765	AMX73167.1:1-759
ACI40921.1:1-765	AMX73179.1:1-759
ACI40921.1:1-765	AMX73191.1:1-759
ACI40921.1:1-765	AMX73203.1:1-759
ACI40921.1:1-765	AMX73215.1:1-759
ACI40921.1:1-765	AMX73227.1:1-759
ACI40921.1:1-765	AMX73239.1:1-759
ACI40921.1:1-765	AMX73251.1:1-759
ACI40921.1:1-765	AMX73263.1:1-759
ACI40921.1:1-765	AMX73275.1:1-759
ACI40921.1:1-765	AMX73287.1:1-759
ACI40921.1:1-765	AMX73299.1:1-759
ACI40921.1:1-765	AMX73311.1:1-759
ACI40921.1:1-765	AMX73323.1:1-759
ACI40921.1:1-765	AMX73349.1:1-759
ACI40921.1:1-765	AMX73361.1:1-759
ACI40921.1:1-765	AMX73373.1:1-759
ACI40921.1:1-765	AMX73385.1:1-759
ACI40921.1:1-765	AMX73397.1:1-759
ACI40921.1:1-765	AMX73409.1:1-759
ACI40921.1:1-765	AMX73421.1:1-759
ACI40921.1:1-765	AMX73433.1:1-759
ACI40921.1:1-765	AMX73445.1:1-759
ACI40921.1:1-765	AMX73457.1:1-759
ACI40921.1:1-765	AMX73483.1:1-759
ACI40921.1:1-765	AMX73495.1:1-759
ACI40921.1:1-765	AMX73507.1:1-759
ACI40921.1:1-765	AMX73519.1:1-759
ACI40921.1:1-765	AMX73531.1:1-759
ACI40921.1:1-765	AMX73543.1:1-759
ACI40921.1:1-765	AMX73555.1:1-759
ACI40921.1:1-765	AMX73580.1:1-759
ACI40921.1:1-765	AMX73592.1:1-759
ACI40921.1:1-765	AMX73604.1:1-759
ACI40921.1:1-765	AMX73616.1:1-759
ACI40921.1:1-765	AMX73628.1:1-759
ACI40921.1:1-765	AMX73641.1:1-759
ACI40921.1:1-765	AMX73653.1:1-759
ACI40921.1:1-765	AMX73665.1:1-759
ACI40921.1:1-765	AMX73677.1:1-759
ACI40921.1:1-765	AMX73689.1:1-759
ACI40921.1:1-765	AMX73702.1:1-759
ACI40921.1:1-765	AMX73730.1:1-759
ACI40921.1:1-765	AMX73742.1:1-759
ACI40921.1:1-765	AMX73754.1:1-759
ACI40921.1:1-765	AMX73766.1:1-759
ACI40921.1:1-765	AMX73778.1:1-759
ACI40921.1:1-765	AMX73790.1:1-759
ACI40921.1:1-765	AMX73802.1:1-759
ACI40921.1:1-765	AMX73814.1:1-759
ACI40921.1:1-765	AMX73857.1:1-759
ACI40921.1:1-765	AMX73869.1:1-759
ACI40921.1:1-765	AMX73881.1:1-759
ACI40921.1:1-765	AMX73893.1:1-759
ACI40921.1:1-765	AMX73905.1:1-759
ACI40921.1:1-765	AMX73917.1:1-759
ACI40921.1:1-765	AMX73929.1:1-759
ACI40921.1:1-765	AMX73941.1:1-759
ACI40921.1:1-765	AMX73953.1:1-759
ACI40921.1:1-765	AMX73965.1:1-759
ACI40921.1:1-765	AMX73978.1:1-759
ACI40921.1:1-765	AMX73990.1:1-759
ACI40921.1:1-765	AMX74002.1:1-759
ACI40921.1:1-765	ANE05627.1:1-759
ACI40921.1:1-765	ANE05639.1:1-759
ACI40921.1:1-765	ANE05651.1:1-759
ACI40921.1:1-765	ANE05663.1:1-759
ACI40921.1:1-765	ANE05675.1:1-759
ACI40921.1:1-765	ANE05687.1:1-759
ACI40921.1:1-765	ANE05699.1:1-759
ACI40921.1:1-765	ANE05711.1:1-759
ACI40921.1:1-765	ANE05723.1:1-759
ACI40921.1:1-765	ANE05735.1:1-759
ACI40921.1:1-765	ANE05747.1:1-759
ACI40921.1:1-765	ANE05759.1:1-759
ACI40921.1:1-765	ANE05771.1:1-759
ACI40921.1:1-765	ANE05783.1:1-759
ACI40921.1:1-765	ANE05808.1:1-759
ACI40921.1:1-765	ANE05820.1:1-759
ACI40921.1:1-765	ANE05832.1:1-759
ACI40921.1:1-765	ANE05844.1:1-759
ACI40921.1:1-765	ANE05856.1:1-759
ACI40921.1:1-765	ANE05868.1:1-759
ACI40921.1:1-765	ANE05880.1:1-759
ACI40921.1:1-765	ANJ77884.1:1-759
ACI40921.1:1-765	ANJ77895.1:1-759
ACI40921.1:1-765	ANJ77907.1:1-759
ACI40921.1:1-765	ANJ78132.1:1-759
ACI40921.1:1-765	ANJ78168.1:1-759
ACI40921.1:1-765	ANJ78180.1:1-759
ACI40921.1:1-765	ANJ78192.1:1-759
ACI40921.1:1-765	APY16429.1:1-759
ACI40921.1:1-765	APY16441.1:1-759
ACI40921.1:1-765	APY16453.1:1-759
ACI40921.1:1-765	APY16492.1:1-759
ACI40921.1:1-765	APY16504.1:1-759
ACI40921.1:1-765	APY16516.1:1-759
ACI40921.1:1-765	APY16545.1:1-759
ACI40921.1:1-765	APY16557.1:1-759
ACI40921.1:1-765	APY16569.1:1-759
ACI40921.1:1-765	APY16581.1:1-759
ACI40921.1:1-765	APY16593.1:1-759
ACI40921.1:1-765	APY16633.1:1-759
ACI40921.1:1-765	APY16669.1:1-759
ACI40921.1:1-765	APY16681.1:1-759
ACI40921.1:1-765	APY16693.1:1-759
ACI40921.1:1-765	APY16705.1:1-759
ACI40921.1:1-765	APY16717.1:1-759
ACI40921.1:1-765	APY16729.1:1-759
ACI40921.1:1-765	APY16741.1:1-759
ACI40921.1:1-765	APY16753.1:1-759
ACI40921.1:1-765	APY16765.1:1-759
ACI40921.1:1-765	APY16777.1:1-759
ACI40921.1:1-765	APY16789.1:1-759
ACI40921.1:1-765	ASJ81013.1:1-759
ACI40921.1:1-765	ASJ81025.1:1-759
ACI40921.1:1-765	ASJ81037.1:1-759
ACI40921.1:1-765	ASJ81049.1:1-759
ACI40921.1:1-765	ASJ81061.1:1-759
ACI40921.1:1-765	ASJ81073.1:1-759
ACI40921.1:1-765	ASJ81085.1:1-759
ACI40921.1:1-765	ASJ81097.1:1-759
ACI40921.1:1-765	ASJ81109.1:1-759
ACI40921.1:1-765	ASJ81121.1:1-759
ACI40921.1:1-765	ASJ81133.1:1-759
ACI40921.1:1-765	ASJ81145.1:1-759
ACI40921.1:1-765	ASJ81157.1:1-759
ACI40921.1:1-765	ASJ81169.1:1-759
ACI40921.1:1-765	ASJ81181.1:1-759
ACI40921.1:1-765	ASJ81193.1:1-759
ACI40921.1:1-765	ASJ81205.1:1-759
ACI40921.1:1-765	ASJ81217.1:1-759
ACI40921.1:1-765	ASJ81229.1:1-759
ACI40921.1:1-765	ASJ81241.1:1-759
ACI40921.1:1-765	ASJ81267.1:1-759
ACI40921.1:1-765	ASJ81279.1:1-759
ACI40921.1:1-765	ASJ81309.1:1-759
ACI40921.1:1-765	ASJ81321.1:1-759
ACI40921.1:1-765	ASJ81333.1:1-759
ACI40921.1:1-765	ASJ81345.1:1-759
ACI40921.1:1-765	ASJ81357.1:1-759
ACI40921.1:1-765	ASJ81386.1:1-759
ACI40921.1:1-765	ASJ81398.1:1-759
ACI40921.1:1-765	ASJ81410.1:1-759
ACI40921.1:1-765	ASJ81422.1:1-759
ACI40921.1:1-765	ASJ81434.1:1-759
ACI40921.1:1-765	ASJ81446.1:1-759
ACI40921.1:1-765	ASJ81458.1:1-759
ACI40921.1:1-765	ASN77228.1:1-759
ACI40921.1:1-765	ASN77240.1:1-759
ACI40921.1:1-765	ASN77252.1:1-759
ACI40921.1:1-765	ASN77408.1:1-759
ACI40921.1:1-765	ASN77420.1:1-759
ACI40921.1:1-765	ASU48412.1:1-759
ACI40921.1:1-765	ASU48584.1:1-759
ACI40921.1:1-765	ASU48596.1:1-759
ACI40921.1:1-765	ASU48938.1:1-759
ACI40921.1:1-765	ASU48950.1:1-759
ACI40921.1:1-765	ASU48962.1:1-759
ACI40921.1:1-765	ASU48974.1:1-759
ACI40921.1:1-765	ASU48986.1:1-759
ACI40921.1:1-765	ASU48998.1:1-759
ACI40921.1:1-765	ASU49010.1:1-759
ACI40921.1:1-765	ASU49022.1:1-759
ACI40921.1:1-765	ASU49034.1:1-759
ACI40921.1:1-765	ASU49046.1:1-759
ACI40921.1:1-765	ASU49058.1:1-759
ACI40921.1:1-765	ASU49070.1:1-759
ACI40921.1:1-765	ASU49082.1:1-759
ACI40921.1:1-765	ASU49094.1:1-759
ACI40921.1:1-765	ASU49106.1:1-759
ACI40921.1:1-765	ASU49118.1:1-759
ACI40921.1:1-765	ASU49130.1:1-759
ACI40921.1:1-765	ASU49142.1:1-759
ACI40921.1:1-765	ASU49154.1:1-759
ACI40921.1:1-765	ASU49166.1:1-759
ACI40921.1:1-765	ASU49178.1:1-759
ACI40921.1:1-765	ASU49190.1:1-759
ACI40921.1:1-765	ASU49202.1:1-759
ACI40921.1:1-765	ASU49241.1:1-759
ACI40921.1:1-765	ASU49253.1:1-759
ACI40921.1:1-765	ASU49265.1:1-759
ACI40921.1:1-765	ASU49277.1:1-759
ACI40921.1:1-765	ASU49289.1:1-759
ACI40921.1:1-765	ASU49301.1:1-759
ACI40921.1:1-765	ASU49326.1:1-759
ACI40921.1:1-765	ASU49338.1:1-759
ACI40921.1:1-765	ASU49350.1:1-759
ACI40921.1:1-765	ASU49362.1:1-759
ACI40921.1:1-765	ASU49374.1:1-759
ACI40921.1:1-765	ASU49386.1:1-759
ACI40921.1:1-765	ASU49398.1:1-759
ACI40921.1:1-765	ASU49410.1:1-759
ACI40921.1:1-765	ASU49435.1:1-759
ACI40921.1:1-765	ASU49447.1:1-759
ACI40921.1:1-765	ASU49459.1:1-759
ACI40921.1:1-765	ASU49485.1:1-759
ACI40921.1:1-765	ASU49497.1:1-759
ACI40921.1:1-765	ASU49509.1:1-759
ACI40921.1:1-765	ASU49521.1:1-759
ACI40921.1:1-765	ASU49533.1:1-759
ACI40921.1:1-765	ASU49545.1:1-759
ACI40921.1:1-765	ASU49571.1:1-759
ACI40921.1:1-765	ASU49583.1:1-759
ACI40921.1:1-765	ASU49595.1:1-759
ACI40921.1:1-765	ASU49621.1:1-759
ACI40921.1:1-765	ASU49645.1:1-759
ACI40921.1:1-765	ASU49693.1:1-759
ACI40921.1:1-765	ASU49705.1:1-759
ACI40921.1:1-765	ASU49717.1:1-759
ACI40921.1:1-765	ASU49729.1:1-759
ACI40921.1:1-765	ASU49741.1:1-759
ACI40921.1:1-765	ASU49753.1:1-759
ACI40921.1:1-765	ASU49765.1:1-759
ACI40921.1:1-765	ASU49777.1:1-759
ACI40921.1:1-765	ASU49789.1:1-759
ACI40921.1:1-765	ASU49801.1:1-759
ACI40921.1:1-765	ASU49813.1:1-759
ACI40921.1:1-765	ALV71453.1:1-759
ACI40921.1:1-765	ALV81875.1:1-759
ACI40921.1:1-765	ALV81887.1:1-759
ACI40921.1:1-765	ALV81899.1:1-759
ACI40921.1:1-765	ALV81911.1:1-759
ACI40921.1:1-765	ALV81923.1:1-759
ACI40921.1:1-765	ALZ46758.1:1-759
ACI40921.1:1-765	ALZ46770.1:1-759
ACI40921.1:1-765	ALZ46782.1:1-759
ACI40921.1:1-765	ALZ46794.1:1-759
ACI40921.1:1-765	ALZ46806.1:1-759
ACI40921.1:1-765	ALZ46818.1:1-759
ACI40921.1:1-765	ALZ46830.1:1-759
ACI40921.1:1-765	ALZ46842.1:1-759
ACI40921.1:1-765	ALZ46854.1:1-759
ACI40921.1:1-765	ALZ46866.1:1-759
ACI40921.1:1-765	ALZ46878.1:1-759
ACI40921.1:1-765	ALZ46890.1:1-759
ACI40921.1:1-765	ALZ46902.1:1-759
ACI40921.1:1-765	ALZ46914.1:1-759
ACI40921.1:1-765	ALZ46941.1:1-759
ACI40921.1:1-765	ALZ46953.1:1-759
ACI40921.1:1-765	ALZ46965.1:1-759
ACI40921.1:1-765	ALZ46977.1:1-759
ACI40921.1:1-765	ALZ46989.1:1-759
ACI40921.1:1-765	ALZ47001.1:1-759
ACI40921.1:1-765	ALZ47013.1:1-759
ACI40921.1:1-765	ALZ47025.1:1-759
ACI40921.1:1-765	ALZ47037.1:1-759
ACI40921.1:1-765	ALZ47049.1:1-759
ACI40921.1:1-765	ALZ47061.1:1-759
ACI40921.1:1-765	ALZ47073.1:1-759
ACI40921.1:1-765	ALZ47085.1:1-759
ACI40921.1:1-765	ALZ47097.1:1-759
ACI40921.1:1-765	ALZ47109.1:1-759
ACI40921.1:1-765	ALZ47121.1:1-759
ACI40921.1:1-765	ALZ47133.1:1-759
ACI40921.1:1-765	ALZ47145.1:1-759
ACI40921.1:1-765	ALZ47157.1:1-759
ACI40921.1:1-765	ALZ47169.1:1-759
ACI40921.1:1-765	ALZ47181.1:1-759
ACI40921.1:1-765	ALZ47193.1:1-759
ACI40921.1:1-765	ALZ47205.1:1-759
ACI40921.1:1-765	ALZ47217.1:1-759
ACI40921.1:1-765	ALZ47229.1:1-759
ACI40921.1:1-765	ALZ47241.1:1-759
ACI40921.1:1-765	ALZ47253.1:1-759
ACI40921.1:1-765	ALZ47265.1:1-759
ACI40921.1:1-765	ALZ47277.1:1-759
ACI40921.1:1-765	ALZ47289.1:1-759
ACI40921.1:1-765	ALZ47301.1:1-759
ACI40921.1:1-765	ALZ47313.1:1-759
ACI40921.1:1-765	ALZ47325.1:1-759
ACI40921.1:1-765	ALZ47337.1:1-759
ACI40921.1:1-765	ALZ47349.1:1-759
ACI40921.1:1-765	ALZ47361.1:1-759
ACI40921.1:1-765	ALZ47373.1:1-759
ACI40921.1:1-765	ALZ47385.1:1-759
ACI40921.1:1-765	ALZ47397.1:1-759
ACI40921.1:1-765	ALZ47409.1:1-759
ACI40921.1:1-765	ALZ47421.1:1-759
ACI40921.1:1-765	ALZ47433.1:1-759
ACI40921.1:1-765	ALZ47445.1:1-759
ACI40921.1:1-765	ALZ47457.1:1-759
ACI40921.1:1-765	ALZ47469.1:1-759
ACI40921.1:1-765	ALZ47481.1:1-759
ACI40921.1:1-765	ALZ47493.1:1-759
ACI40921.1:1-765	ALZ47505.1:1-759
ACI40921.1:1-765	ALZ47517.1:1-759
ACI40921.1:1-765	ALZ47529.1:1-759
ACI40921.1:1-765	ALZ47554.1:1-759
ACI40921.1:1-765	ALZ47566.1:1-759
ACI40921.1:1-765	ALZ47578.1:1-759
ACI40921.1:1-765	ALZ47590.1:1-759
ACI40921.1:1-765	ALZ47602.1:1-759
ACI40921.1:1-765	ALZ47614.1:1-759
ACI40921.1:1-765	ALZ47626.1:1-759
ACI40921.1:1-765	ALZ47638.1:1-759
ACI40921.1:1-765	ALZ47650.1:1-759
ACI40921.1:1-765	ALZ47662.1:1-759
ACI40921.1:1-765	ALZ47691.1:1-759
ACI40921.1:1-765	ALZ47703.1:1-759
ACI40921.1:1-765	ALZ47715.1:1-759
ACI40921.1:1-765	ALZ47727.1:1-759
ACI40921.1:1-765	ALZ47739.1:1-759
ACI40921.1:1-765	ALZ47751.1:1-759
ACI40921.1:1-765	ALZ47763.1:1-759
ACI40921.1:1-765	ALZ47788.1:1-759
ACI40921.1:1-765	ALZ47800.1:1-759
ACI40921.1:1-765	ALZ47829.1:1-759
ACI40921.1:1-765	ALZ47841.1:1-759
ACI40921.1:1-765	ALZ47853.1:1-759
ACI40921.1:1-765	ALZ47865.1:1-759
ACI40921.1:1-765	ALZ47877.1:1-759
ACI40921.1:1-765	ALZ47889.1:1-759
ACI40921.1:1-765	ALZ47901.1:1-759
ACI40921.1:1-765	ALZ47913.1:1-759
ACI40921.1:1-765	ALZ47925.1:1-759
ACI40921.1:1-765	ALZ47937.1:1-759
ACI40921.1:1-765	ALZ47949.1:1-759
ACI40921.1:1-765	ALZ47961.1:1-759
ACI40921.1:1-765	ALZ47973.1:1-759
ACI40921.1:1-765	ALZ47985.1:1-759
ACI40921.1:1-765	ALZ47997.1:1-759
ACI40921.1:1-765	ALZ48009.1:1-759
ACI40921.1:1-765	ALZ48021.1:1-759
ACI40921.1:1-765	ALZ48033.1:1-759
ACI40921.1:1-765	ALZ48045.1:1-759
ACI40921.1:1-765	ALZ48057.1:1-759
ACI40921.1:1-765	ALZ48069.1:1-759
ACI40921.1:1-765	ALZ48081.1:1-759
ACI40921.1:1-765	ALZ48093.1:1-759
ACI40921.1:1-765	ALZ48105.1:1-759
ACI40921.1:1-765	ALZ48117.1:1-759
ACI40921.1:1-765	ALZ48129.1:1-759
ACI40921.1:1-765	ALZ48141.1:1-759
ACI40921.1:1-765	ALZ48153.1:1-759
ACI40921.1:1-765	ALZ48165.1:1-759
ACI40921.1:1-765	ALZ48177.1:1-759
ACI40921.1:1-765	ALZ48189.1:1-759
ACI40921.1:1-765	ALZ48201.1:1-759
ACI40921.1:1-765	ALZ48213.1:1-759
ACI40921.1:1-765	ALZ48225.1:1-759
ACI40921.1:1-765	ALZ48237.1:1-759
ACI40921.1:1-765	ALZ48249.1:1-759
ACI40921.1:1-765	ALZ48261.1:1-759
ACI40921.1:1-765	ALZ48273.1:1-759
ACI40921.1:1-765	ALZ48285.1:1-759
ACI40921.1:1-765	ALZ48311.1:1-759
ACI40921.1:1-765	ALZ48323.1:1-759
ACI40921.1:1-765	ALZ48335.1:1-759
ACI40921.1:1-765	ALZ48347.1:1-759
ACI40921.1:1-765	ALZ48359.1:1-759
ACI40921.1:1-765	ALZ48371.1:1-759
ACI40921.1:1-765	ALZ48383.1:1-759
ACI40921.1:1-765	ALZ48395.1:1-759
ACI40921.1:1-765	ALZ48407.1:1-759
ACI40921.1:1-765	ALZ48419.1:1-759
ACI40921.1:1-765	ALZ48431.1:1-759
ACI40921.1:1-765	ALZ48443.1:1-759
ACI40921.1:1-765	ALZ48455.1:1-759
ACI40921.1:1-765	ALZ48467.1:1-759
ACI40921.1:1-765	ALZ48479.1:1-759
ACI40921.1:1-765	ALZ48491.1:1-759
ACI40921.1:1-765	ALZ48503.1:1-759
ACI40921.1:1-765	AMQ25927.1:1-758
ACI40921.1:1-765	AMQ26194.1:1-759
ACI40921.1:1-765	AMQ26266.1:1-759
ACI40921.1:1-765	AMQ26301.1:1-759
ACI40921.1:1-765	AMQ26313.1:1-759
ACI40921.1:1-765	AMQ26325.1:1-759
ACI40921.1:1-765	AMQ26337.1:1-759
ACI40921.1:1-765	AMQ26349.1:1-759
ACI40921.1:1-765	AMQ26361.1:1-759
ACI40921.1:1-765	AMQ26377.1:1-759
ACI40921.1:1-765	AMQ29611.1:1-759
ACI40921.1:1-765	AMQ29623.1:1-759
ACI40921.1:1-765	AMQ29635.1:1-759
ACI40921.1:1-765	AMQ29647.1:1-759
ACI40921.1:1-765	AMQ29659.1:1-759
ACI40921.1:1-765	AMQ29671.1:1-759
ACI40921.1:1-765	AMQ29683.1:1-759
ACI40921.1:1-765	AMQ29695.1:1-759
ACI40921.1:1-765	AMQ29707.1:1-759
ACI40921.1:1-765	AMQ29719.1:1-759
ACI40921.1:1-765	AMQ29731.1:1-759
ACI40921.1:1-765	AMQ29743.1:1-759
ACI40921.1:1-765	AMQ29755.1:1-759
ACI40921.1:1-765	AMQ29767.1:1-759
ACI40921.1:1-765	AMQ29779.1:1-759
ACI40921.1:1-765	AMQ29791.1:1-759
ACI40921.1:1-765	AMQ29803.1:1-759
ACI40921.1:1-765	AMQ29815.1:1-759
ACI40921.1:1-765	AMQ29827.1:1-759
ACI40921.1:1-765	AMQ29839.1:1-759
ACI40921.1:1-765	AMQ29851.1:1-759
ACI40921.1:1-765	AMQ29863.1:1-759
ACI40921.1:1-765	AMQ29875.1:1-759
ACI40921.1:1-765	AMQ29887.1:1-759
ACI40921.1:1-765	AMQ29899.1:1-759
ACI40921.1:1-765	AMQ29911.1:1-759
ACI40921.1:1-765	AMQ29923.1:1-759
ACI40921.1:1-765	AMQ29935.1:1-759
ACI40921.1:1-765	AMQ29947.1:1-759
ACI40921.1:1-765	AMQ29959.1:1-759
